shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,People's Government,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Our Georgia,Georgian Dream
District,70,70,25973,49.13,1,31,8,0,,18,45.0,3.33,,3,7.5,4.33,,,,,0,0,0,0,40,33.33,2.12,0.05,5.93,0.13,29.9,1.04,0.11,6.51,3.04,0.01,0.03,0.2,0.02,0.13,0.05,0.22,0.72,0.05,0.36,0.0,0.95,3.14,0.03,0.06,45.01
District,71,71,27018,54.78,1,17,25,5,,23,47.92,4.0,,1,2.08,1.0,,,,,0,0,0,0,48,33.33,2.05,0.11,5.89,0.13,27.43,1.68,0.2,5.89,1.79,0.03,0.05,0.09,0.02,0.04,0.1,0.11,0.86,0.01,0.07,0.01,0.43,2.33,0.01,0.09,50.24
District,72,72,24080,50.05,2,16,27,5,,17,34.0,2.24,,1,2.0,3.0,,,,,0,0,0,0,50,33.33,3.14,0.04,8.41,0.1,28.95,0.81,0.12,5.77,3.26,0.03,0.05,0.1,0.02,0.24,0.11,0.05,1.18,0.03,0.17,0.0,1.93,2.6,0.02,0.04,42.69
District,73,73,31344,60.14,27,54,43,6,,12,9.23,3.42,,1,0.77,14.0,,,,,0,0,0,0,130,33.33,3.95,0.04,5.18,0.09,29.79,1.76,0.05,2.4,1.7,0.04,0.03,0.07,0.02,0.05,0.05,0.08,2.26,0.1,0.13,0.01,0.65,2.86,0.08,0.02,48.52
Precinct,87.01,00.87.01,1144,,,,,,2.31,,,,3,,,,0,2.29,0.83,2.06,,,,,,,2.36,0.17,0.44,0.35,20.28,0.61,0.35,0.35,3.93,0.09,0.0,1.05,0.0,0.0,0.61,0.35,0.09,0.0,0.17,0.0,0.09,18.71,0.26,0.17,49.3
Precinct,87.02,00.87.02,129,,,,,,2.27,,,,0,,,,0,0.55,-0.44,0.73,,,,,,,0.78,0.0,0.0,0.0,50.39,0.0,0.0,0.0,3.1,0.0,0.0,0.78,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,38.76
Precinct,87.03,00.87.03,112,,,,,,1.75,,,,0,,,,0,0.13,0.21,0.11,,,,,,,2.68,0.0,0.0,0.0,41.96,9.82,0.0,1.79,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,13.39,0.0,0.0,24.11
Precinct,87.04,00.87.04,36,1.34,,,,,0.0,,,,0,,,,0,0.08,0.05,0.01,,,,,,,0.0,0.0,0.0,0.0,41.67,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,50.0
Precinct,87.05,00.87.05,36,,,,,,2.7,,,,0,,,,0,0.06,0.07,0.01,,,,,,,0.0,0.0,0.0,0.0,58.33,0.0,2.78,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,33.33
Precinct,87.06,00.87.06,40,,,,,,0.0,,,,0,,,,0,0.08,0.06,0.01,,,,,,,0.0,0.0,2.5,0.0,45.0,2.5,15.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Precinct,87.07,00.87.07,89,,,,,,2.2,,,,0,,,,0,0.17,0.13,0.06,,,,,,,2.25,0.0,0.0,0.0,38.2,7.87,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,20.22,0.0,0.0,29.21
Precinct,87.08,00.87.08,169,,,,,,1.17,,,,0,,,,0,0.27,0.26,0.17,,,,,,,0.0,0.0,0.59,0.0,65.68,1.18,0.0,1.78,2.37,0.0,0.0,0.59,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,21.89
Precinct,87.09,00.87.09,197,,,,,,0.51,,,,0,,,,0,0.31,0.34,0.12,,,,,,,1.02,0.0,0.0,0.0,63.45,5.58,0.51,2.54,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,5.58,0.51,0.0,19.29
Precinct,87.10,00.87.10,56,,,,,,5.08,,,,0,,,,0,0.1,0.08,0.06,,,,,,,8.93,0.0,1.79,0.0,35.71,1.79,0.0,0.0,3.57,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0,0.0,41.07
Precinct,87.11,00.87.11,129,,,,,,2.27,,,,0,,,,0,0.1,0.28,0.13,,,,,,,2.33,0.0,0.78,0.0,27.13,10.85,1.55,3.88,3.1,0.0,0.0,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.78,0.0,14.73,0.0,0.0,33.33
Precinct,87.12,00.87.12,17,,,,,,5.56,,,,0,,,,0,0.04,0.02,0.01,,,,,,,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,35.29
Precinct,87.13,00.87.13,83,,,,,,0.0,,,,0,,,,0,0.09,0.16,0.07,,,,,,,2.41,0.0,0.0,0.0,38.55,15.66,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84,0.0,0.0,30.12
Precinct,87.14,00.87.14,25,,,,,,3.85,,,,0,,,,0,0.04,0.05,0.02,,,,,,,0.0,0.0,0.0,0.0,32.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,40.0
Precinct,87.15,00.87.15,111,,,,,,1.77,,,,7,,,,0,0.09,0.24,0.12,,,,,,,3.6,0.0,2.7,0.0,36.94,12.61,0.0,3.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,32.43
Precinct,87.16,00.87.16,13,,,,,,0.0,,,,0,,,,0,0.03,0.01,0.01,,,,,,,30.77,0.0,0.0,0.0,7.69,7.69,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,23.08
Precinct,87.17,00.87.17,54,,,,,,6.9,,,,0,,,,0,0.1,0.07,0.08,,,,,,,0.0,0.0,3.7,0.0,40.74,1.85,0.0,1.85,5.56,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.37,0.0,0.0,22.22
Precinct,87.18,00.87.18,88,,,,,,2.22,,,,0,,,,0,0.11,0.14,0.11,,,,,,,3.41,0.0,0.0,0.0,29.55,4.55,0.0,2.27,9.09,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,42.05
Precinct,87.19,00.87.19,64,,,,,,1.54,,,,0,,,,0,0.08,0.12,0.05,,,,,,,0.0,3.13,0.0,0.0,20.31,17.19,0.0,3.13,0.0,0.0,0.0,0.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,35.94
Precinct,87.20,00.87.20,41,,,,,,2.38,,,,0,,,,0,0.05,0.08,0.03,,,,,,,2.44,0.0,0.0,0.0,29.27,2.44,0.0,4.88,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,0.0,0.0,48.78
Precinct,87.21,00.87.21,55,,,,,,0.0,,,,0,,,,0,0.08,0.11,0.01,,,,,,,3.64,0.0,3.64,0.0,38.18,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,1.82,0.0,0.0,0.0,5.45,0.0,0.0,40.0
Precinct,87.22,00.87.22,22,,,,,,0.0,,,,0,,,,0,0.03,0.03,0.03,,,,,,,0.0,0.0,0.0,0.0,40.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.09
Precinct,87.23,00.87.23,35,,,,,,2.78,,,,0,,,,0,0.06,0.06,0.02,,,,,,,0.0,0.0,0.0,0.0,22.86,14.29,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,11.43,0.0,0.0,45.71
Precinct,87.24,00.87.24,47,,,,,,4.08,,,,0,,,,1,0.07,0.09,0.03,,,,,,,2.13,0.0,0.0,0.0,42.55,2.13,0.0,2.13,6.38,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,8.51,0.0,0.0,34.04
Precinct,87.25,00.87.25,58,,,,,,15.94,,,,0,,,,0,0.11,0.1,0.07,,,,,,,1.72,0.0,1.72,0.0,17.24,6.9,12.07,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,6.9,0.0,0.0,44.83
Precinct,87.26,00.87.26,12,,,,,,0.0,,,,0,,,,0,0.03,0.01,0.02,,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,58.33
Precinct,87.27,00.87.27,36,,,,,,2.7,,,,0,,,,0,0.07,0.04,0.04,,,,,,,11.11,0.0,5.56,0.0,50.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,2.78,0.0,0.0,25.0
Precinct,87.28,00.87.28,29,34.52,,,,,0.0,,,,0,,,,0,0.04,0.05,0.02,,,,,,,0.0,0.0,0.0,0.0,17.24,3.45,0.0,3.45,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24,0.0,0.0,51.72
Precinct,87.29,00.87.29,42,38.18,,,,,6.67,,,,0,,,,0,0.04,0.1,0.02,,,,,,,2.38,0.0,2.38,0.0,21.43,9.52,0.0,2.38,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,14.29,0.0,0.0,42.86
Precinct,87.30,00.87.30,30,,,,,,0.0,,,,0,,,,0,0.05,0.03,0.06,,,,,,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.67
Precinct,87.31,00.87.31,53,,,,,,0.0,,,,0,,,,0,0.1,0.08,0.03,,,,,,,1.89,0.0,1.89,0.0,45.28,3.77,0.0,3.77,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,33.96
Precinct,87.32,00.87.32,45,,,,,,4.26,,,,0,,,,0,0.1,0.07,0.0,,,,,,,0.0,0.0,2.22,0.0,24.44,15.56,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.56,0.0,0.0,37.78
Precinct,87.33,00.87.33,23,,,,,,0.0,,,,0,,,,0,0.04,0.03,0.02,,,,,,,0.0,0.0,0.0,0.0,13.04,0.0,0.0,0.0,13.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,65.22
Precinct,87.34,00.87.34,124,,,,,,1.59,,,,1,,,,0,0.18,0.2,0.14,,,,,,,0.81,0.81,2.42,0.0,31.45,1.61,0.0,2.42,6.45,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.81,0.0,0.0,0.81,4.03,0.81,0.0,39.52
Precinct,87.35,00.87.35,128,,,,,,0.0,,,,0,,,,0,0.17,0.2,0.14,,,,,,,0.78,0.0,3.91,0.0,28.91,1.56,1.56,3.91,3.91,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.78,7.81,0.78,0.78,42.97
Precinct,87.36,00.87.36,141,,,,,,6.62,,,,0,,,,2,0.21,0.19,0.24,,,,,,,0.71,0.0,2.84,0.0,31.91,0.71,1.42,4.96,5.67,0.0,0.0,0.71,0.0,0.0,0.0,2.13,0.71,0.0,0.0,0.71,0.71,3.55,0.0,0.0,44.68
Precinct,87.37,00.87.37,170,,,,,,0.0,,,,0,,,,0,0.19,0.29,0.21,,,,,,,1.18,0.0,3.53,0.59,35.29,1.18,1.18,4.71,8.82,0.0,0.59,0.0,0.0,0.0,0.0,1.18,0.59,0.0,0.0,0.0,0.59,2.35,0.0,0.59,37.65
Precinct,87.38,00.87.38,128,,,,,,0.0,,,,4,,,,0,0.18,0.19,0.16,,,,,,,2.34,0.0,5.47,0.0,38.28,0.78,0.78,3.91,9.38,0.0,0.0,0.0,0.0,0.78,0.0,1.56,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,29.69
Precinct,87.39,00.87.39,139,,,,,,1.42,,,,0,,,,0,0.2,0.23,0.14,,,,,,,0.72,2.16,3.6,0.0,41.01,0.0,2.16,2.88,9.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,4.32,0.0,0.0,32.37
Precinct,87.40,00.87.40,102,,,,,,0.97,,,,0,,,,0,0.13,0.15,0.15,,,,,,,0.0,0.0,0.0,0.0,34.31,12.75,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,17.65,0.98,0.0,28.43
Precinct,87.41,00.87.41,20,,,,,,9.09,,,,0,,,,0,0.03,0.03,0.02,,,,,,,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,60.0
Precinct,87.42,00.87.42,38,,,,,,0.0,,,,0,,,,0,0.08,0.06,0.02,,,,,,,2.63,0.0,5.26,0.0,15.79,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,71.05
Precinct,87.43,00.87.43,27,,,,,,0.0,,,,0,,,,0,0.06,0.03,0.01,,,,,,,3.7,0.0,3.7,0.0,33.33,0.0,0.0,3.7,3.7,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,40.74
Precinct,87.44,00.87.44,166,,,,,,1.78,,,,0,,,,0,0.29,0.25,0.14,,,,,,,2.41,0.0,1.2,0.0,35.54,0.0,0.0,1.2,0.6,0.0,0.0,1.2,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.63
Precinct,87.45,00.87.45,14,,,,,,12.5,,,,0,,,,0,0.01,0.04,0.0,,,,,,,7.14,0.0,7.14,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,64.29
Precinct,87.46,00.87.46,38,,,,,,0.0,,,,0,,,,0,0.08,0.04,0.04,,,,,,,2.63,0.0,0.0,0.0,86.84,2.63,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26
Precinct,87.47,00.87.47,32,,,,,,0.0,,,,0,,,,0,0.06,0.04,0.03,,,,,,,0.0,0.0,0.0,0.0,40.63,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.13
Precinct,87.48,00.87.48,32,,,,,,0.0,,,,0,,,,0,0.07,0.03,0.04,,,,,,,3.13,3.13,0.0,0.0,18.75,15.63,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,40.63
Precinct,87.49,00.87.49,20,,,,,,0.0,,,,0,,,,0,0.04,0.02,0.02,,,,,,,0.0,0.0,0.0,0.0,30.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,45.0
Precinct,87.50,00.87.50,33,,,,,,2.94,,,,0,,,,0,0.08,0.05,0.01,,,,,,,0.0,0.0,0.0,3.03,54.55,9.09,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,24.24
Precinct,87.51,00.87.51,42,,,,,,0.0,,,,0,,,,0,0.04,0.08,0.04,,,,,,,0.0,0.0,0.0,0.0,35.71,14.29,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,0.0,16.67
Precinct,87.52,00.87.52,78,,,,,,0.0,,,,0,,,,0,0.13,0.13,0.04,,,,,,,1.28,0.0,0.0,0.0,17.95,1.28,0.0,1.28,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,11.54,0.0,0.0,58.97
Precinct,87.53,00.87.53,16,,,,,,0.0,,,,0,,,,0,0.04,0.01,0.01,,,,,,,0.0,0.0,0.0,0.0,68.75,0.0,0.0,6.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
Precinct,87.55,00.87.55,18,,,,,,5.26,,,,0,,,,0,0.05,0.02,0.01,,,,,,,0.0,0.0,5.56,0.0,16.67,27.78,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,5.56,0.0,33.33
Precinct,87.56,00.87.56,24,,,,,,0.0,,,,0,,,,0,0.08,0.02,0.0,,,,,,,0.0,0.0,0.0,0.0,41.67,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,33.33
Precinct,87.58,00.87.58,16,,,,,,0.0,,,,0,,,,0,0.02,0.02,0.02,,,,,,,0.0,0.0,0.0,0.0,18.75,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75
Precinct,87.59,00.87.59,47,,,,,,2.08,,,,0,,,,0,0.05,0.1,0.03,,,,,,,2.13,0.0,2.13,0.0,42.55,2.13,2.13,8.51,0.0,0.0,0.0,2.13,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,10.64,0.0,0.0,25.53
Precinct,01.01,01.01.01,726,49.02,,,,,3.33,,,,0,,,,1,1.11,1.13,0.82,,,,,,,2.89,0.0,4.27,0.28,22.18,3.86,0.0,5.92,0.96,0.14,0.28,2.62,0.0,0.28,0.0,0.41,0.55,0.14,0.55,0.0,0.83,7.02,0.0,0.0,46.97
Precinct,01.02,01.01.02,688,52.72,,,,,4.18,,,,0,,,,0,1.05,1.14,0.69,,,,,,,4.51,0.0,3.49,0.0,27.33,2.91,0.0,5.38,2.62,0.0,0.15,2.18,0.0,0.0,0.0,0.58,0.15,0.0,0.0,0.0,0.87,4.94,0.0,0.15,44.77
Precinct,01.03,01.01.03,775,52.72,,,,,4.44,,,,1,,,,0,1.13,1.29,0.85,,,,,,,3.23,0.77,3.1,0.0,26.58,2.58,0.13,4.52,1.81,0.0,0.26,2.45,0.0,0.26,0.13,0.39,0.65,0.26,0.13,0.0,0.65,7.48,0.26,0.26,44.0
Precinct,01.04,01.01.04,647,54.1,,,,,3.14,,,,15,,,,0,0.85,1.1,0.74,,,,,,,1.85,0.15,6.49,0.15,17.47,3.25,0.0,6.49,1.85,0.0,0.15,0.46,0.0,0.0,0.0,0.0,1.55,0.0,0.31,0.15,0.93,9.27,0.0,0.15,46.99
Precinct,01.05,01.01.05,799,50.67,,,,,3.15,,,,2,,,,0,1.13,1.31,0.9,,,,,,,1.75,0.0,4.01,0.0,20.15,4.26,0.0,6.76,3.13,0.13,0.13,1.0,0.13,0.0,0.5,0.25,0.5,0.0,0.0,0.13,0.63,8.89,0.0,0.13,47.31
Precinct,01.06,01.01.06,860,57.95,,,,,3.37,,,,2,,,,0,1.18,1.33,1.15,,,,,,,3.02,0.12,5.47,0.58,19.65,4.07,0.12,4.07,0.93,0.0,0.58,1.05,0.0,0.0,0.12,0.23,1.28,0.23,0.35,0.0,0.47,8.49,0.23,0.23,48.49
Precinct,01.07,01.01.07,735,50.41,,,,,3.16,,,,0,,,,0,0.88,1.32,0.83,,,,,,,2.18,0.0,4.22,0.14,25.17,3.54,0.14,4.9,0.95,0.0,0.14,2.59,0.0,0.0,0.0,1.22,0.68,0.0,0.0,0.14,0.27,6.94,0.14,0.14,46.53
Precinct,01.08,01.01.08,566,49.26,,,,,3.08,,,,0,,,,0,0.78,0.94,0.64,,,,,,,3.0,0.0,3.71,0.0,21.38,3.89,0.0,5.48,2.65,0.0,0.0,0.53,0.0,0.0,0.0,1.06,0.18,0.0,0.0,0.18,1.41,6.89,0.0,0.0,49.65
Precinct,01.10,01.01.10,829,52.77,,,,,3.15,,,,0,,,,0,1.28,1.24,0.99,,,,,,,2.41,0.0,4.46,0.12,21.11,2.41,0.0,5.19,2.77,0.0,0.0,0.48,0.12,0.0,0.12,0.36,0.48,0.12,0.12,0.0,0.72,8.08,0.36,0.0,50.54
Precinct,01.11,01.01.11,818,50.71,,,,,2.27,,,,0,,,,0,1.21,1.36,0.77,,,,,,,2.57,0.12,4.16,0.12,28.61,4.52,0.24,5.5,3.3,0.0,0.0,0.49,0.0,0.0,0.0,0.37,0.24,0.0,0.12,0.0,0.37,6.6,0.12,0.0,42.54
Precinct,01.12,01.01.12,832,53.57,,,,,3.48,,,,0,,,,0,1.08,1.41,0.99,,,,,,,2.88,0.0,2.88,0.12,22.96,4.93,0.36,6.97,1.68,0.0,0.0,0.84,0.0,0.12,0.0,0.24,2.4,0.36,0.0,0.0,0.6,6.13,0.12,0.12,46.27
Precinct,01.13,01.01.13,681,50.63,,,,,1.73,,,,0,,,,0,1.14,1.12,0.46,,,,,,,1.91,0.0,2.64,0.15,19.68,3.23,0.15,5.43,1.76,0.0,0.15,0.44,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.29,0.15,6.61,0.15,0.15,56.98
Precinct,01.14,01.01.14,687,57.2,,,,,1.58,,,,0,,,,0,0.86,1.19,0.74,,,,,,,2.47,0.0,3.06,0.0,23.58,2.62,0.58,4.8,2.91,0.0,0.0,1.46,0.0,0.0,0.15,0.15,0.58,0.29,0.15,0.0,0.73,9.61,0.44,0.0,46.43
Precinct,01.15,01.01.15,776,55.75,,,,,2.63,,,,4,,,,0,1.1,1.21,0.94,,,,,,,1.93,0.0,2.58,0.0,22.42,3.48,0.0,5.93,1.42,0.0,0.0,1.03,0.0,0.0,0.26,0.39,1.16,0.0,0.0,0.0,0.64,7.35,0.13,0.13,50.64
Precinct,01.16,01.01.16,842,55.65,,,,,3.0,,,,0,,,,1,1.01,1.51,0.96,,,,,,,2.61,0.0,3.68,0.12,23.52,4.39,0.0,7.96,2.26,0.0,0.71,0.59,0.0,0.71,0.24,0.24,0.83,0.12,0.12,0.0,0.71,8.31,0.0,0.12,42.87
Precinct,01.17,01.01.17,503,50.0,,,,,3.45,,,,0,,,,0,0.72,0.9,0.43,,,,,,,3.18,0.6,3.18,0.0,25.25,2.19,0.6,5.17,0.8,0.0,0.2,0.99,0.0,0.0,0.0,0.6,0.6,0.2,0.0,0.2,0.4,5.77,0.0,0.0,50.1
Precinct,01.18,01.01.18,610,54.32,,,,,2.24,,,,0,,,,0,0.81,1.06,0.62,,,,,,,1.48,0.0,3.93,0.0,24.26,3.11,0.16,7.38,1.97,0.0,0.0,0.66,0.0,0.0,0.16,0.16,0.66,0.0,0.0,0.0,0.33,6.07,0.16,0.16,49.34
Precinct,01.19,01.01.19,808,53.72,,,,,2.65,,,,0,,,,0,1.19,1.26,0.92,,,,,,,2.1,0.0,2.6,0.25,22.9,3.84,0.25,5.45,2.1,0.12,0.12,0.87,0.12,0.0,0.0,0.74,0.74,0.99,0.0,0.0,0.99,8.04,0.12,0.12,47.52
Precinct,01.20,01.01.20,785,54.48,,,,,3.33,,,,11,,,,0,1.22,1.33,0.68,,,,,,,2.42,0.13,4.2,0.25,24.97,3.18,0.13,4.84,2.17,0.0,0.0,1.02,0.0,0.13,0.13,1.15,0.38,0.0,0.13,0.0,1.53,6.11,0.13,0.13,45.48
Precinct,01.21,01.01.21,825,57.73,,,,,3.96,,,,0,,,,0,1.1,1.3,1.14,,,,,,,2.18,0.0,4.24,0.24,24.48,5.21,0.61,5.09,1.33,0.12,0.0,0.85,0.0,0.0,0.0,0.48,0.73,0.12,0.12,0.0,0.61,7.88,0.12,0.0,45.58
Precinct,01.22,01.01.22,904,58.97,,,,,2.69,,,,8,,,,0,1.1,1.44,1.31,,,,,,,1.33,0.0,4.31,0.0,21.02,4.98,1.0,5.75,1.77,0.0,0.11,0.66,0.0,0.11,0.0,0.11,0.44,0.11,0.33,0.0,0.33,8.3,0.33,0.0,48.12
Precinct,01.23,01.01.23,860,60.1,,,,,3.04,,,,3,,,,0,1.2,1.37,1.04,,,,,,,2.09,0.0,3.49,0.0,25.7,2.56,0.0,5.47,1.98,0.0,0.23,0.47,0.12,0.0,0.12,0.35,0.47,0.12,0.12,0.12,0.7,6.28,0.23,0.0,49.07
Precinct,01.24,01.01.24,894,56.8,,,,,2.93,,,,1,,,,0,1.16,1.42,1.19,,,,,,,1.9,0.0,2.35,0.11,29.53,2.68,0.34,4.92,2.8,0.0,0.11,0.34,0.0,0.0,0.0,0.22,0.78,0.22,0.0,0.0,0.67,7.05,0.11,0.0,45.75
Precinct,01.25,01.01.25,592,54.51,,,,,2.31,,,,0,,,,269,0.85,0.98,0.61,,,,,,,2.36,0.0,4.9,0.0,24.49,3.38,1.01,0.51,0.68,0.51,0.51,4.73,43.92,0.51,0.34,0.17,1.01,0.0,0.0,0.0,1.01,5.91,0.0,0.17,49.32
Precinct,01.26,01.01.26,828,55.2,,,,,3.16,,,,3,,,,0,1.22,1.31,0.94,,,,,,,2.66,0.12,2.42,0.12,21.5,3.62,0.12,5.31,1.57,0.12,0.12,0.36,0.0,0.12,0.24,0.0,1.45,0.12,0.12,0.0,0.36,7.13,0.24,0.12,51.69
