shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,People's Government,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Our Georgia,Georgian Dream
Precinct,61.23,61.61.23,543,58.96,,,,,3.21,,,,0,,,,0,1.02,0.63,0.7,,,,,,,5.71,1.66,4.97,0.18,23.02,1.11,0.0,5.52,3.31,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,3.5,0.18,0.0,49.72
Precinct,61.24,61.61.24,730,61.76,,,,,1.88,,,,4,,,,0,1.2,0.99,0.89,,,,,,,5.89,0.41,0.82,0.27,17.81,0.41,0.0,4.25,3.29,0.27,0.0,0.14,0.0,0.0,0.0,0.27,0.27,0.14,0.0,0.0,1.92,2.19,0.14,0.0,60.96
Precinct,61.26,61.61.26,608,61.04,,,,,2.25,,,,0,,,,0,1.0,0.84,0.73,,,,,,,0.82,0.0,0.82,0.16,18.59,0.33,0.0,3.13,1.48,0.0,0.0,0.16,0.0,0.0,0.16,0.66,0.0,0.0,0.0,0.0,0.16,1.64,0.0,0.0,71.88
Precinct,70.01,61.70.01,747,51.88,,,,,2.23,,,,1,,,,0,1.45,1.07,0.52,,,,,,,3.61,0.0,3.61,0.0,20.62,0.94,0.13,3.61,3.21,0.0,0.13,0.0,0.0,0.0,0.0,0.13,1.34,0.27,0.0,0.0,2.95,5.35,0.27,0.13,53.55
Precinct,70.02,61.70.02,481,55.41,,,,,1.43,,,,0,,,,0,0.9,0.68,0.39,,,,,,,4.78,0.0,2.91,0.21,20.79,1.04,0.0,4.37,2.7,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.42,0.0,0.0,0.0,1.66,7.07,0.0,0.0,53.85
Precinct,70.03,61.70.03,632,55.78,,,,,2.62,,,,100,,,,0,1.22,0.83,0.61,,,,,,,3.01,0.0,3.64,0.47,6.65,0.32,0.0,2.06,2.37,0.0,0.16,0.16,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,3.32,5.38,0.47,0.0,55.7
Precinct,70.04,61.70.04,602,56.42,,,,,4.29,,,,10,,,,0,1.18,0.85,0.49,,,,,,,1.5,0.0,1.99,0.17,18.44,0.66,0.0,5.15,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16,0.0,0.0,0.17,6.64,11.63,0.0,0.0,46.68
Precinct,70.05,61.70.05,857,54.94,,,,,3.71,,,,0,,,,0,1.7,1.18,0.71,,,,,,,3.62,0.12,4.67,0.23,22.05,0.35,0.12,3.73,1.28,0.0,0.0,0.23,0.12,0.12,0.12,0.35,0.12,0.12,0.0,0.0,7.47,3.97,0.12,0.12,50.99
Precinct,70.07,61.70.07,668,48.27,,,,,3.19,,,,1,,,,0,1.33,0.94,0.5,,,,,,,2.99,0.0,6.74,0.0,29.49,0.45,0.0,3.29,2.25,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.0,0.15,0.0,2.1,4.49,0.0,0.0,47.31
Precinct,70.08,61.70.08,846,55.19,,,,,3.2,,,,0,,,,0,1.46,1.48,0.44,,,,,,,4.61,0.0,3.43,0.0,16.9,0.47,0.0,6.15,3.43,0.12,0.0,0.0,0.0,0.24,0.35,0.0,0.71,0.12,0.0,0.0,11.94,4.26,0.24,0.0,47.04
Precinct,70.09,61.70.09,830,55.04,,,,,2.35,,,,0,,,,0,1.38,1.46,0.46,,,,,,,3.37,0.0,2.29,0.12,16.27,0.36,0.0,5.06,2.77,0.12,0.0,0.48,0.0,0.0,0.0,0.12,0.24,0.0,0.0,0.0,4.34,4.22,0.12,0.0,60.12
Precinct,70.10,61.70.10,755,47.25,,,,,4.79,,,,1,,,,0,1.37,1.16,0.65,,,,,,,3.58,0.4,4.5,0.13,26.76,0.4,0.0,2.65,2.91,0.0,0.4,0.0,0.0,0.13,0.0,0.13,0.79,0.0,0.0,0.13,10.33,4.77,0.0,0.0,41.85
Precinct,70.11,61.70.11,766,53.19,,,,,4.13,,,,0,,,,0,1.4,1.08,0.77,,,,,,,3.79,0.0,2.22,0.13,28.07,1.44,0.13,4.96,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,7.18,3.79,0.0,0.0,45.82
Precinct,70.12,61.70.12,788,52.32,,,,,3.08,,,,0,,,,0,1.42,1.15,0.71,,,,,,,4.06,0.13,3.05,0.13,22.59,0.89,0.0,2.79,2.79,0.0,0.0,0.13,0.0,0.0,0.13,0.13,1.78,0.0,0.0,0.0,8.25,3.81,0.38,0.13,48.86
Precinct,70.13,61.70.13,616,57.57,,,,,2.69,,,,0,,,,0,0.98,1.03,0.5,,,,,,,6.33,0.0,2.76,0.0,20.78,0.81,0.0,4.06,3.73,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.97,0.32,0.0,0.0,5.52,6.17,0.49,0.0,47.73
Precinct,70.14,61.70.14,704,44.0,,,,,3.43,,,,0,,,,0,1.4,0.98,0.55,,,,,,,4.12,0.28,2.84,0.0,26.14,1.56,0.0,2.84,1.56,0.14,0.28,0.43,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,6.82,4.4,0.14,0.0,48.01
Precinct,70.15,61.70.15,671,47.49,,,,,3.31,,,,0,,,,0,1.29,1.0,0.47,,,,,,,4.02,0.3,4.47,0.0,34.28,1.64,0.0,2.83,3.28,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,4.02,2.98,0.15,0.0,41.58
Precinct,70.16,61.70.16,723,45.41,,,,,4.87,,,,0,,,,0,1.53,0.94,0.62,,,,,,,3.6,0.0,4.29,0.0,32.23,0.55,0.0,2.21,3.04,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.14,0.14,3.18,4.01,0.0,0.14,46.2
Precinct,70.17,61.70.17,536,54.03,,,,,2.72,,,,0,,,,0,1.08,0.79,0.31,,,,,,,3.92,0.0,6.53,0.37,32.09,0.75,0.0,1.87,2.05,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,5.22,3.36,0.0,0.0,0.0,43.47
Precinct,70.18,61.70.18,710,47.59,,,,,4.18,,,,0,,,,0,1.27,0.93,0.88,,,,,,,2.11,0.0,4.93,0.0,36.48,0.28,0.0,1.83,3.94,0.0,0.0,0.28,0.0,0.0,0.28,0.0,0.14,0.14,0.0,0.14,8.17,7.32,0.28,0.0,33.66
Precinct,70.19,61.70.19,805,50.6,,,,,4.73,,,,2,,,,0,1.24,1.27,0.92,,,,,,,1.99,0.0,3.48,0.12,35.4,0.87,0.0,2.11,1.86,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.25,0.0,0.0,0.0,9.32,4.1,0.25,0.0,39.88
Precinct,70.20,61.70.20,641,52.46,,,,,3.9,,,,0,,,,0,1.1,0.98,0.61,,,,,,,2.34,0.0,2.65,0.0,39.31,0.62,0.0,1.87,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,4.37,3.28,0.31,0.0,42.75
Precinct,70.21,61.70.21,624,41.68,,,,,3.11,,,,0,,,,0,1.25,0.83,0.53,,,,,,,3.21,0.0,1.92,0.0,45.67,0.64,0.0,1.44,3.53,0.0,0.0,0.0,0.0,0.16,0.32,0.48,0.0,0.0,0.0,0.0,5.93,4.01,0.16,0.0,32.53
Precinct,70.22,61.70.22,172,37.8,,,,,3.37,,,,0,,,,0,0.4,0.2,0.12,,,,,,,5.23,0.0,3.49,0.0,31.98,1.16,0.0,5.23,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,1.16,4.07,0.0,0.0,44.19
Precinct,70.23,61.70.23,720,54.05,,,,,3.61,,,,0,,,,0,1.27,1.12,0.58,,,,,,,3.06,0.14,3.89,0.14,23.61,1.39,0.0,3.89,2.5,0.14,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.28,0.0,0.0,3.19,7.5,0.42,0.0,49.58
Precinct,70.24,61.70.24,561,47.87,,,,,4.59,,,,0,,,,1,1.21,0.77,0.37,,,,,,,7.66,0.0,3.74,0.0,25.49,0.53,0.18,6.6,3.21,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,6.42,4.1,0.18,0.18,41.53
Precinct,70.25,61.70.25,174,51.63,,,,,2.25,,,,0,,,,0,0.44,0.19,0.08,,,,,,,5.75,0.0,0.57,0.57,41.95,1.72,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.0,0.0,2.3,6.9,0.0,0.0,37.93
Precinct,70.26,61.70.26,518,43.09,,,,,5.13,,,,0,,,,0,1.09,0.66,0.48,,,,,,,6.95,0.0,2.9,0.39,33.59,0.97,0.39,1.74,3.28,0.0,0.0,0.39,0.0,0.19,0.39,0.19,0.0,0.0,0.0,0.0,2.32,2.9,0.0,0.0,43.44
Precinct,70.27,61.70.27,618,53.97,,,,,2.98,,,,0,,,,0,1.07,0.92,0.58,,,,,,,0.97,0.0,5.02,0.16,27.18,1.78,0.16,1.46,2.59,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.32,0.0,0.0,0.0,6.8,4.37,0.32,0.0,48.54
Precinct,70.28,61.70.28,813,52.28,,,,,3.56,,,,0,,,,0,1.45,1.19,0.76,,,,,,,3.32,0.12,2.34,0.25,29.52,0.62,0.0,4.8,3.81,0.12,0.25,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.0,2.58,3.81,0.0,0.0,47.97
Precinct,70.29,61.70.29,720,52.29,,,,,2.7,,,,0,,,,0,1.32,1.01,0.67,,,,,,,1.94,0.0,3.19,0.14,32.78,1.67,0.0,3.61,2.5,0.14,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.28,0.14,0.0,6.67,4.72,0.0,0.0,41.94
Precinct,70.30,61.70.30,692,53.27,,,,,2.54,,,,16,,,,0,1.3,0.98,0.57,,,,,,,3.03,0.0,3.76,0.14,20.23,2.6,0.14,5.2,1.16,0.0,0.0,0.58,0.29,0.72,0.0,0.29,0.0,0.0,0.0,0.14,3.76,5.2,0.14,0.14,50.14
Precinct,70.31,61.70.31,708,55.79,,,,,3.15,,,,0,,,,0,1.23,0.98,0.79,,,,,,,2.97,0.14,5.37,0.0,18.36,1.69,0.0,5.37,2.82,0.0,0.0,0.0,0.0,0.0,0.14,0.28,0.14,0.0,0.14,0.0,3.39,6.21,0.56,0.0,52.4
Precinct,70.33,61.70.33,514,34.15,,,,,2.1,,,,0,,,,0,0.74,0.78,0.63,,,,,,,7.0,0.0,1.75,0.19,43.39,0.19,0.0,1.95,2.33,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,2.53,5.25,0.0,0.0,35.02
Precinct,70.34,61.70.34,413,30.46,,,,,2.59,,,,0,,,,0,0.72,0.56,0.47,,,,,,,4.84,0.0,0.48,0.0,46.0,0.0,0.0,0.73,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,8.47,0.0,0.0,36.8
Precinct,63.01,62.63.01,598,49.38,,,,,3.39,,,,0,,,,0,0.99,0.84,0.71,,,,,,,5.18,0.17,2.01,0.0,29.77,1.0,0.0,5.69,1.67,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,1.67,0.0,0.0,52.34
Precinct,63.02,62.63.02,508,61.8,,,,,1.74,,,,0,,,,0,0.88,0.67,0.59,,,,,,,8.07,0.0,1.97,0.0,21.65,0.59,0.2,4.33,1.18,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.39,0.0,0.0,0.0,0.0,4.13,0.0,0.0,56.89
Precinct,63.03,62.63.03,821,56.5,,,,,2.26,,,,0,,,,0,1.34,1.27,0.77,,,,,,,14.37,0.0,2.68,0.0,19.12,0.12,0.0,2.19,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,2.44,0.0,0.0,56.76
Precinct,63.04,62.63.04,359,61.58,,,,,2.45,,,,0,,,,0,0.55,0.55,0.39,,,,,,,6.13,0.0,1.95,0.28,40.39,0.84,0.0,1.11,1.39,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,2.51,0.0,0.0,44.57
Precinct,63.06,62.63.06,534,63.5,,,,,2.55,,,,4,,,,0,0.63,0.85,0.78,,,,,,,2.43,0.0,0.75,0.37,45.32,0.56,0.0,4.68,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1.31,0.19,0.0,41.01
Precinct,63.07,62.63.07,529,55.16,,,,,3.29,,,,3,,,,0,0.87,0.72,0.68,,,,,,,6.24,0.0,1.89,0.0,26.84,0.76,0.19,1.51,2.84,0.0,0.0,0.38,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,2.27,0.0,0.0,56.14
Precinct,63.08,62.63.08,622,64.32,,,,,3.42,,,,3,,,,0,0.96,1.18,0.33,,,,,,,4.18,0.0,2.25,0.0,31.67,0.32,0.0,2.25,1.45,0.0,0.0,0.0,0.0,0.16,0.0,0.32,0.16,0.16,0.0,0.0,0.0,2.25,0.16,0.0,54.18
Precinct,63.10,62.63.10,444,73.27,,,,,2.84,,,,1,,,,0,0.6,0.79,0.42,,,,,,,4.5,0.0,1.35,0.0,34.68,0.68,0.0,0.9,1.13,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,0.0,0.0,54.28
Precinct,63.11,62.63.11,570,64.48,,,,,2.56,,,,0,,,,0,0.77,0.94,0.67,,,,,,,5.79,0.0,3.16,0.0,19.82,1.05,0.18,1.58,3.51,0.0,0.18,0.35,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,2.28,0.0,0.0,61.58
Precinct,63.12,62.63.12,729,60.15,,,,,3.95,,,,0,,,,0,1.2,1.14,0.71,,,,,,,6.86,0.0,2.33,0.0,42.66,0.0,0.0,3.02,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,41.56
Precinct,63.13,62.63.13,553,71.08,,,,,4.66,,,,0,,,,0,0.76,0.97,0.59,,,,,,,7.96,0.0,1.45,0.0,37.43,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,49.91
Precinct,63.14,62.63.14,591,58.98,,,,,4.98,,,,3,,,,0,1.0,0.94,0.55,,,,,,,3.72,0.0,4.23,0.17,38.41,0.17,2.37,0.68,0.0,0.0,0.34,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.17,0.17,48.39
Precinct,63.15,62.63.15,482,64.61,,,,,3.02,,,,0,,,,0,0.83,0.6,0.65,,,,,,,6.43,0.0,2.28,0.21,32.99,0.21,0.0,2.9,1.04,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.21,1.87,0.0,0.0,51.66
Precinct,63.16,62.63.16,656,67.91,,,,,1.2,,,,1,,,,0,0.77,1.02,0.96,,,,,,,3.66,0.3,2.29,0.0,32.16,0.15,0.15,1.83,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.91,0.0,0.0,56.71
Precinct,63.17,62.63.17,676,67.6,,,,,2.87,,,,0,,,,0,0.95,1.16,0.66,,,,,,,3.11,0.0,2.22,0.0,35.35,0.44,0.0,2.37,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,53.85
Precinct,63.18,62.63.18,506,64.54,,,,,3.25,,,,0,,,,0,0.58,0.77,0.84,,,,,,,7.11,0.0,2.17,0.0,25.49,0.2,0.0,1.98,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,13.24,0.0,0.0,48.22
Precinct,63.20,62.63.20,553,57.07,,,,,2.64,,,,0,,,,0,0.76,0.95,0.55,,,,,,,6.15,0.0,5.24,0.0,30.2,0.36,0.0,2.89,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,2.71,0.18,0.0,50.81
Precinct,63.21,62.63.21,453,52.31,,,,,2.58,,,,0,,,,0,0.82,0.73,0.27,,,,,,,7.28,0.0,5.08,0.0,22.08,0.0,0.0,2.65,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,2.65,0.22,0.0,56.51
Precinct,63.23,62.63.23,405,63.48,,,,,2.17,,,,0,,,,0,0.65,0.64,0.36,,,,,,,4.94,0.0,3.7,0.49,15.31,0.0,0.25,5.43,1.98,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,4.2,0.0,0.0,60.49
Precinct,63.24,62.63.24,373,72.57,,,,,3.87,,,,0,,,,0,0.45,0.67,0.43,,,,,,,5.63,0.0,2.41,0.27,22.52,0.8,0.0,2.95,2.68,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,4.83,0.27,0.0,57.1
Precinct,65.01,62.65.01,617,54.12,,,,,5.22,,,,0,,,,0,0.87,1.02,0.76,,,,,,,3.24,0.16,2.27,0.16,20.91,0.0,0.16,16.86,2.11,0.0,0.0,0.0,0.49,0.0,0.0,0.16,0.49,0.16,0.16,0.0,0.16,2.43,0.65,0.0,49.43
Precinct,65.02,62.65.02,633,51.59,,,,,3.36,,,,13,,,,0,0.86,1.09,0.68,,,,,,,1.74,0.0,4.58,0.32,21.17,0.63,0.0,6.64,0.95,0.0,0.32,0.0,0.47,0.0,0.16,0.0,0.32,0.0,0.16,0.0,0.0,7.58,0.32,0.0,52.61
Precinct,65.03,62.65.03,313,66.45,,,,,3.69,,,,0,,,,0,0.57,0.4,0.38,,,,,,,1.6,0.32,8.63,0.32,32.91,0.0,0.0,11.82,0.32,0.0,0.0,0.32,0.0,0.32,0.64,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,38.34
Precinct,65.04,62.65.04,584,56.1,,,,,2.99,,,,1,,,,0,0.88,0.88,0.69,,,,,,,1.71,0.0,2.91,0.17,33.39,0.68,0.17,4.62,1.2,0.0,0.0,0.17,0.34,0.17,0.17,0.0,0.34,0.34,0.0,0.17,0.0,5.14,0.51,0.0,47.6
Precinct,65.05,62.65.05,299,59.21,,,,,3.55,,,,0,,,,0,0.5,0.52,0.19,,,,,,,3.34,0.33,3.34,0.0,51.84,0.0,0.0,0.33,2.01,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,2.01,0.0,0.0,35.12
Precinct,65.06,62.65.06,330,66.8,,,,,2.37,,,,0,,,,0,0.76,0.34,0.3,,,,,,,3.64,0.0,3.94,0.0,41.82,0.3,0.0,5.15,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.91,0.0,0.0,0.0,0.0,0.91,0.0,0.0,41.82
Precinct,65.07,62.65.07,440,60.86,,,,,3.3,,,,0,,,,0,0.58,0.81,0.4,,,,,,,4.32,0.0,3.18,0.0,47.05,0.23,0.0,5.91,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.23,0.23,33.18
Precinct,65.08,62.65.08,330,57.09,,,,,3.51,,,,0,,,,0,0.43,0.61,0.32,,,,,,,4.55,0.0,3.03,0.0,36.97,0.0,0.0,2.73,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,49.39
Precinct,65.09,62.65.09,638,60.42,,,,,3.33,,,,0,,,,0,0.77,1.19,0.65,,,,,,,3.61,0.0,1.25,0.16,47.81,0.63,0.0,2.66,0.94,0.0,0.0,0.16,0.16,0.31,0.0,0.0,0.16,0.0,0.16,0.0,0.0,2.04,0.31,0.0,39.66
Precinct,65.10,62.65.10,503,54.79,,,,,6.16,,,,0,,,,0,1.02,0.63,0.56,,,,,,,1.99,0.0,2.58,0.0,32.01,0.2,0.0,4.18,0.8,0.2,0.0,0.0,0.0,0.2,0.2,0.2,1.39,0.0,0.0,0.0,0.0,5.57,0.0,0.0,50.5
Precinct,65.11,62.65.11,447,64.5,,,,,3.66,,,,0,,,,0,0.63,0.88,0.27,,,,,,,3.36,0.0,4.03,0.0,32.21,0.45,0.22,6.94,1.79,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,46.76
Precinct,65.12,62.65.12,467,62.1,,,,,3.11,,,,0,,,,0,0.63,0.87,0.39,,,,,,,3.21,0.0,4.5,0.43,40.9,0.43,0.0,3.85,2.36,0.0,0.0,0.43,0.0,0.0,0.64,0.0,0.43,0.0,0.0,0.43,0.0,3.43,0.0,0.0,38.97
Precinct,65.13,62.65.13,706,53.65,,,,,3.95,,,,0,,,,0,1.25,0.72,1.22,,,,,,,5.1,0.0,1.84,0.14,39.38,0.71,0.0,3.97,1.27,0.0,0.14,0.0,0.28,0.14,0.28,0.14,0.0,0.28,0.0,0.14,0.0,2.83,0.14,0.0,43.2
Precinct,65.14,62.65.14,470,58.39,,,,,1.47,,,,0,,,,0,0.7,0.73,0.5,,,,,,,4.89,0.21,3.4,0.0,19.79,0.0,0.0,5.53,1.28,0.0,0.0,0.43,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,3.83,0.21,0.0,59.79
Precinct,65.15,62.65.15,321,55.73,,,,,4.18,,,,0,,,,0,0.6,0.52,0.19,,,,,,,1.25,0.0,5.61,0.0,12.15,1.56,0.0,46.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,2.18,0.0,0.0,30.84
Precinct,65.16,62.65.16,239,64.08,,,,,2.45,,,,0,,,,0,0.38,0.35,0.28,,,,,,,0.84,0.0,6.28,0.0,10.04,0.0,0.0,49.79,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.42,2.51,0.42,0.0,26.78
Precinct,65.17,62.65.17,413,51.3,,,,,3.95,,,,0,,,,0,0.45,0.7,0.62,,,,,,,5.81,0.24,4.36,0.24,28.09,0.0,0.0,2.18,1.21,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.97,0.0,0.0,0.0,0.0,8.47,0.0,0.0,47.7
Precinct,65.18,62.65.18,517,55.65,,,,,2.64,,,,0,,,,0,0.58,0.77,0.89,,,,,,,9.28,0.19,1.74,0.39,30.95,0.19,0.0,2.32,1.16,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.39,0.0,0.0,0.0,16.63,0.19,0.0,36.17
Precinct,65.19,62.65.19,503,57.03,,,,,1.95,,,,0,,,,0,0.59,0.83,0.68,,,,,,,2.98,0.0,4.18,0.0,35.19,0.6,0.0,4.37,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,13.32,0.0,0.0,37.77
Precinct,65.20,62.65.20,329,63.39,,,,,4.91,,,,1,,,,0,0.46,0.62,0.28,,,,,,,2.74,0.0,1.82,0.0,46.2,0.3,0.0,7.6,1.82,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.43,0.3,0.0,35.87
Precinct,65.21,62.65.21,700,56.09,,,,,4.5,,,,0,,,,0,1.05,1.12,0.81,,,,,,,3.14,0.0,3.43,0.14,38.14,0.29,0.29,4.86,1.71,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,3.29,0.0,0.0,44.29
Precinct,65.22,62.65.22,370,60.96,,,,,5.61,,,,0,,,,0,0.47,0.67,0.43,,,,,,,1.35,0.0,1.35,0.27,34.86,0.27,0.0,3.51,3.78,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,2.43,0.27,0.0,50.81
Precinct,65.23,62.65.23,303,60.0,,,,,5.02,,,,1,,,,0,0.38,-0.17,1.55,,,,,,,8.58,0.0,2.97,0.0,35.97,0.33,0.0,2.64,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.99,0.0,0.0,45.54
Precinct,65.24,62.65.24,161,59.19,,,,,4.73,,,,0,,,,0,0.32,0.18,0.22,,,,,,,3.11,0.0,1.86,0.62,27.95,0.0,0.62,7.45,0.62,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,56.52
Precinct,65.25,62.65.25,599,57.49,,,,,4.47,,,,0,,,,0,0.78,0.99,0.79,,,,,,,2.5,0.0,3.17,0.0,31.22,0.0,0.0,2.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.5,0.0,0.0,0.0,0.0,2.17,0.0,0.0,56.93
Precinct,65.26,62.65.26,615,55.86,,,,,3.15,,,,0,,,,0,0.85,0.88,0.93,,,,,,,9.92,0.0,3.09,0.0,31.22,0.33,0.0,2.6,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,2.28,0.16,0.0,48.94
Precinct,65.27,62.65.27,535,55.27,,,,,2.37,,,,0,,,,0,0.6,0.98,0.61,,,,,,,4.3,0.0,4.3,0.19,35.33,0.19,0.0,2.43,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.19,2.8,0.0,0.0,47.29
Precinct,65.28,62.65.28,492,62.04,,,,,4.09,,,,0,,,,0,0.64,0.88,0.52,,,,,,,3.86,0.0,10.77,0.2,29.88,0.2,0.0,4.88,0.61,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.64,0.0,0.0,46.54
Precinct,65.29,62.65.29,505,66.19,,,,,0.59,,,,0,,,,0,0.8,0.81,0.41,,,,,,,7.92,0.0,5.54,0.0,39.6,6.93,0.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,1.98,0.0,0.0,29.9
Precinct,65.30,62.65.30,697,59.07,,,,,4.39,,,,0,,,,0,0.8,1.22,0.95,,,,,,,8.18,0.43,0.29,0.29,37.73,0.57,0.0,2.01,1.15,0.0,0.43,0.0,0.14,0.14,0.0,0.0,0.72,0.0,0.14,0.14,0.0,2.73,0.14,0.0,44.76
