shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Georgian Dream,Initiative Group
Precinct,65.27,62.65.27,530,54.75,,,,,3.28,,,,2,,,,0,0.6,0.98,0.61,,,,,,,3.4,0.0,0.0,0.0,35.09,0.0,0.57,4.91,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,52.45,0.0
Precinct,65.28,62.65.28,497,62.67,,,,,2.93,,,,0,,,,0,0.64,0.88,0.52,,,,,,,3.22,0.0,0.0,0.0,32.19,0.0,0.2,7.65,0.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,51.71,0.0
Precinct,65.29,62.65.29,489,64.09,,,,,3.74,,,,0,,,,0,0.8,0.81,0.41,,,,,,,3.48,0.0,0.0,0.0,57.46,0.0,0.41,2.45,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,33.54,0.0
Precinct,65.30,62.65.30,692,58.64,,,,,5.08,,,,0,,,,0,0.8,1.22,0.95,,,,,,,5.06,0.0,0.0,0.0,36.27,0.0,0.58,2.75,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,52.6,0.0
Precinct,65.31,62.65.31,508,66.41,,,,,1.36,,,,2,,,,0,0.59,0.91,0.56,,,,,,,1.18,0.0,0.0,0.0,37.2,0.0,0.0,4.53,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,55.32,0.0
Precinct,65.32,62.65.32,619,46.51,,,,,5.64,,,,1,,,,0,1.1,1.0,0.51,,,,,,,0.97,0.0,0.0,0.0,39.9,0.0,0.32,6.95,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.92,0.0,43.62,0.0
Precinct,65.33,62.65.33,651,51.63,,,,,4.55,,,,3,,,,0,0.84,1.08,0.87,,,,,,,1.69,0.0,0.0,0.0,31.95,0.0,0.46,3.99,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,52.84,0.0
Precinct,65.34,62.65.34,655,63.65,,,,,3.25,,,,6,,,,0,0.88,1.03,0.87,,,,,,,4.43,0.0,0.0,0.0,26.72,0.0,0.31,8.7,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,54.5,0.0
Precinct,65.35,62.65.35,807,58.39,,,,,6.38,,,,0,,,,0,1.23,1.17,1.21,,,,,,,1.86,0.0,0.0,0.0,32.96,0.0,0.5,2.85,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,0.0,59.11,0.0
Precinct,65.36,62.65.36,725,53.94,,,,,4.23,,,,4,,,,0,0.82,1.22,1.07,,,,,,,4.14,0.0,0.0,0.0,34.9,0.0,0.14,11.17,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,0.0,42.21,0.0
Precinct,65.37,62.65.37,313,53.41,,,,,6.85,,,,0,,,,0,0.65,0.48,0.21,,,,,,,0.96,0.0,0.0,0.0,27.16,0.0,0.0,7.35,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,0.0,58.15,0.0
Precinct,65.38,62.65.38,380,55.56,,,,,3.31,,,,10,,,,0,0.57,0.59,0.45,,,,,,,3.42,0.0,0.0,0.0,51.58,0.0,0.26,3.16,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,37.63,0.0
Precinct,65.39,62.65.39,210,54.69,,,,,7.49,,,,0,,,,0,0.39,0.3,0.24,,,,,,,4.29,0.0,0.0,0.0,32.86,0.0,0.48,15.24,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,41.9,0.0
Precinct,63.05,63.63.05,736,68.91,,,,,1.47,,,,7,,,,0,1.13,1.3,0.47,,,,,,,11.68,0.0,0.0,0.0,33.29,0.0,0.0,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.95,0.0,51.49,0.41
Precinct,63.09,63.63.09,616,54.18,,,,,4.2,,,,3,,,,0,1.03,1.06,0.43,,,,,,,14.12,0.0,0.0,0.0,29.22,0.0,0.0,1.95,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,49.35,0.81
Precinct,63.19,63.63.19,341,63.15,,,,,4.21,,,,0,,,,0,0.75,0.5,0.14,,,,,,,14.37,0.0,0.0,0.0,41.06,0.0,0.0,2.05,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.76,0.0,38.71,0.0
Precinct,63.22,63.63.22,507,59.65,,,,,3.8,,,,0,,,,0,0.84,0.83,0.42,,,,,,,8.68,0.0,0.0,0.0,30.97,0.0,0.0,1.18,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,2.76,0.0,53.45,0.2
Precinct,64.01,63.64.01,563,49.43,,,,,3.26,,,,0,,,,0,0.99,0.87,0.47,,,,,,,8.88,0.0,0.0,0.0,21.85,0.0,0.0,1.6,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,5.51,0.0,57.37,0.53
Precinct,64.02,63.64.02,419,43.87,,,,,3.01,,,,1,,,,0,0.9,0.54,0.29,,,,,,,16.47,0.0,0.0,0.0,26.25,0.0,0.0,2.63,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,4.53,0.0,45.11,0.24
Precinct,64.03,63.64.03,509,51.0,,,,,2.3,,,,0,,,,0,1.0,0.68,0.43,,,,,,,12.38,0.0,0.0,0.0,18.07,0.0,0.0,1.18,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,5.3,0.0,58.55,0.79
Precinct,64.04,63.64.04,514,47.11,,,,,3.93,,,,0,,,,0,0.97,0.68,0.56,,,,,,,8.56,0.0,0.0,0.0,23.15,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,8.56,0.0,54.28,0.78
Precinct,64.05,63.64.05,500,47.66,,,,,4.03,,,,0,,,,0,1.07,0.69,0.33,,,,,,,14.8,0.0,0.0,0.0,19.0,0.0,0.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.0,0.0,51.6,1.0
Precinct,64.06,63.64.06,441,45.18,,,,,3.08,,,,25,,,,0,0.88,0.55,0.44,,,,,,,7.03,0.0,0.0,0.0,28.12,0.0,0.0,1.59,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,9.3,0.0,46.26,0.45
Precinct,64.07,63.64.07,672,48.66,,,,,2.75,,,,0,,,,0,1.25,0.85,0.75,,,,,,,8.48,0.0,0.0,0.0,30.06,0.0,0.0,1.19,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,4.91,0.0,51.64,0.74
Precinct,64.08,63.64.08,653,44.21,,,,,3.26,,,,1,,,,0,1.05,0.9,0.85,,,,,,,13.32,0.0,0.0,0.0,34.92,0.0,0.0,2.6,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,7.96,0.0,36.75,0.31
Precinct,64.09,63.64.09,667,46.74,,,,,4.3,,,,0,,,,0,1.3,0.75,0.89,,,,,,,5.85,0.0,0.0,0.0,44.83,0.0,0.0,2.4,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,0.0,38.08,0.6
Precinct,64.10,63.64.10,616,50.0,,,,,2.53,,,,1,,,,0,0.98,0.95,0.62,,,,,,,9.9,0.0,0.0,0.0,25.0,0.0,0.0,2.76,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,6.66,0.0,48.7,0.49
Precinct,64.11,63.64.11,391,49.12,,,,,2.25,,,,0,,,,0,0.76,0.58,0.24,,,,,,,9.97,0.0,0.0,0.0,15.35,0.0,0.0,1.53,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.14,3.84,0.0,61.13,0.26
Precinct,64.12,63.64.12,609,43.5,,,,,4.4,,,,0,,,,0,1.31,0.71,0.61,,,,,,,8.21,0.0,0.0,0.0,26.6,0.0,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,7.06,0.0,47.62,0.16
Precinct,64.13,63.64.13,437,40.73,,,,,4.59,,,,2,,,,0,0.79,0.63,0.44,,,,,,,9.15,0.0,0.0,0.0,33.41,0.0,0.0,2.52,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,3.89,0.0,43.02,1.37
Precinct,64.14,63.64.14,523,41.38,,,,,5.25,,,,2,,,,0,1.11,0.63,0.53,,,,,,,6.12,0.0,0.0,0.0,49.14,0.0,0.0,2.29,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,6.31,0.0,31.74,0.38
Precinct,64.15,63.64.15,559,45.12,,,,,3.79,,,,3,,,,0,1.14,0.68,0.58,,,,,,,10.73,0.0,0.0,0.0,30.41,0.0,0.0,2.68,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,8.77,0.0,40.25,0.0
Precinct,64.16,63.64.16,683,45.99,,,,,2.98,,,,10,,,,0,1.26,0.98,0.6,,,,,,,15.08,0.0,0.0,0.0,31.19,0.0,0.0,1.32,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,6.88,0.0,39.68,0.44
Precinct,64.17,63.64.17,490,42.98,,,,,3.16,,,,0,,,,0,0.9,0.72,0.42,,,,,,,18.37,0.0,0.0,0.0,25.71,0.0,0.0,1.63,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,10.61,0.0,35.92,2.04
Precinct,64.18,63.64.18,530,46.82,,,,,3.46,,,,0,,,,0,1.03,0.7,0.5,,,,,,,8.11,0.0,0.0,0.0,37.55,0.0,0.0,0.94,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,5.85,0.0,40.94,0.38
Precinct,64.19,63.64.19,307,54.53,,,,,1.6,,,,1,,,,0,0.6,0.45,0.18,,,,,,,11.73,0.0,0.0,0.0,23.13,0.0,0.0,1.3,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,4.56,0.0,52.44,0.33
Precinct,64.20,63.64.20,690,50.89,,,,,3.09,,,,0,,,,0,1.13,1.0,0.78,,,,,,,10.87,0.0,0.0,0.0,31.3,0.0,0.0,1.88,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,10.58,0.0,43.04,0.43
Precinct,64.21,63.64.21,567,65.32,,,,,7.35,,,,2,,,,0,0.88,0.89,0.74,,,,,,,29.45,0.0,0.0,0.0,32.28,0.0,0.0,0.53,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,2.65,0.0,32.63,0.35
Precinct,64.22,63.64.22,329,57.22,,,,,7.58,,,,0,,,,0,0.61,0.51,0.32,,,,,,,13.98,0.0,0.0,0.0,21.88,0.0,0.0,1.52,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,3.34,0.0,55.93,0.3
Precinct,64.23,63.64.23,669,63.9,,,,,4.43,,,,1,,,,0,1.2,1.09,0.48,,,,,,,10.91,0.0,0.0,0.0,15.84,0.0,0.0,1.05,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,13.9,0.0,45.74,0.45
Precinct,64.24,63.64.24,304,64.41,,,,,5.3,,,,1,,,,0,0.5,0.54,0.22,,,,,,,14.14,0.0,0.0,0.0,21.71,0.0,0.0,0.99,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,2.3,0.0,57.89,0.66
Precinct,64.25,63.64.25,594,43.26,,,,,4.35,,,,0,,,,0,1.15,0.74,0.69,,,,,,,8.75,0.0,0.0,0.0,34.68,0.0,0.0,2.36,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,6.4,0.0,43.77,0.84
Precinct,64.26,63.64.26,417,64.06,,,,,4.14,,,,0,,,,0,0.73,0.79,0.12,,,,,,,13.43,0.0,0.0,0.0,28.06,0.0,0.0,0.72,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,0.0,50.12,0.0
Precinct,64.27,63.64.27,132,60.55,,,,,13.16,,,,1,,,,0,0.39,0.15,0.07,,,,,,,29.55,0.0,0.0,0.0,19.7,0.0,0.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,3.03,0.0,41.67,1.52
Precinct,64.28,63.64.28,557,56.61,,,,,4.79,,,,2,,,,0,1.26,0.74,0.33,,,,,,,13.29,0.0,0.0,0.0,32.32,0.0,0.0,1.08,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,1.97,0.0,43.81,0.36
Precinct,64.29,63.64.29,702,49.75,,,,,3.31,,,,1,,,,0,1.12,1.06,0.78,,,,,,,8.55,0.0,0.0,0.0,39.74,0.0,0.0,0.85,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,4.42,0.0,39.89,0.71
Precinct,64.30,63.64.30,356,49.38,,,,,6.32,,,,4,,,,0,0.78,0.51,0.22,,,,,,,18.54,0.0,0.0,0.0,28.37,0.0,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,3.37,0.0,42.98,0.84
Precinct,64.31,63.64.31,366,57.91,,,,,4.69,,,,0,,,,0,0.78,0.52,0.22,,,,,,,14.75,0.0,0.0,0.0,34.7,0.0,0.0,0.82,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,2.73,0.0,44.26,0.82
Precinct,64.32,63.64.32,292,58.17,,,,,4.58,,,,3,,,,0,0.63,0.41,0.18,,,,,,,15.41,0.0,0.0,0.0,33.56,0.0,0.0,2.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,6.51,0.0,37.33,0.68
Precinct,64.33,63.64.33,450,69.66,,,,,4.86,,,,1,,,,0,0.67,0.73,0.53,,,,,,,17.33,0.0,0.0,0.0,22.89,0.0,0.0,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,4.89,0.0,48.22,1.56
Precinct,64.34,63.64.34,372,59.9,,,,,9.93,,,,1,,,,0,0.71,0.62,0.32,,,,,,,16.94,0.0,0.0,0.0,30.91,0.0,0.0,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,2.15,0.0,46.77,0.54
Precinct,64.35,63.64.35,395,57.92,,,,,5.5,,,,1,,,,0,0.75,0.56,0.39,,,,,,,16.71,0.0,0.0,0.0,21.01,0.0,0.0,2.03,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,3.29,0.0,52.91,1.27
Precinct,64.36,63.64.36,681,45.46,,,,,4.76,,,,1,,,,0,1.18,1.01,0.71,,,,,,,9.84,0.0,0.0,0.0,43.76,0.0,0.0,0.59,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,6.75,0.0,35.83,0.29
Precinct,64.37,63.64.37,448,53.78,,,,,3.66,,,,4,,,,0,0.9,0.56,0.46,,,,,,,4.46,0.0,0.0,0.0,37.72,0.0,0.0,0.89,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.56,0.0,50.89,0.89
Precinct,64.38,63.64.38,330,57.89,,,,,4.07,,,,0,,,,0,0.71,0.43,0.24,,,,,,,10.0,0.0,0.0,0.0,36.36,0.0,0.0,0.61,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,6.36,0.0,40.91,1.21
Precinct,64.39,63.64.39,349,59.56,,,,,4.9,,,,0,,,,0,0.74,0.47,0.27,,,,,,,14.9,0.0,0.0,0.0,27.22,0.0,0.0,3.44,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87,4.3,0.0,44.7,1.15
Precinct,64.40,63.64.40,250,58.96,,,,,7.06,,,,0,,,,0,0.65,0.23,0.24,,,,,,,9.2,0.0,0.0,0.0,23.6,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.4,0.0,60.8,0.4
Precinct,64.41,63.64.41,344,60.99,,,,,1.99,,,,3,,,,0,0.68,0.52,0.17,,,,,,,6.4,0.0,0.0,0.0,37.21,0.0,0.0,2.03,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,10.17,0.0,40.7,0.87
Precinct,64.42,63.64.42,231,36.73,,,,,7.97,,,,0,,,,0,0.61,0.25,0.17,,,,,,,16.45,0.0,0.0,0.0,41.13,0.0,0.0,0.87,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.43,0.0,37.23,0.43
Precinct,64.43,63.64.43,508,49.8,,,,,6.79,,,,65,,,,0,1.29,0.48,0.5,,,,,,,7.48,0.0,0.0,0.0,34.45,0.0,0.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,5.51,0.0,36.22,0.2
Precinct,66.01,64.66.01,644,56.15,,,,,3.59,,,,4,,,,0,1.21,0.96,0.5,,,,,,,23.45,0.0,0.0,0.0,11.65,0.0,0.0,11.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,48.14,0.78
Precinct,66.02,64.66.02,565,55.61,,,,,3.75,,,,0,,,,0,1.29,0.64,0.48,,,,,,,22.12,0.0,0.0,0.0,14.69,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72,0.0,38.58,0.89
Precinct,66.03,64.66.03,618,57.97,,,,,2.22,,,,0,,,,0,1.33,0.73,0.52,,,,,,,47.9,0.0,0.0,0.0,12.14,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,4.85,0.0,27.67,0.0
Precinct,66.04,64.66.04,926,62.48,,,,,3.64,,,,2,,,,0,1.3,1.44,1.2,,,,,,,12.2,0.0,0.0,0.0,32.94,0.0,0.0,13.17,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,3.46,0.0,36.07,1.73
Precinct,66.05,64.66.05,679,54.63,,,,,5.69,,,,0,,,,0,1.14,0.93,0.93,,,,,,,9.28,0.0,0.0,0.0,27.1,0.0,0.0,18.26,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,2.8,0.0,40.65,1.18
Precinct,66.06,64.66.06,416,66.45,,,,,3.7,,,,0,,,,0,0.71,0.68,0.31,,,,,,,15.87,0.0,0.0,0.0,23.56,0.0,0.0,13.94,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,8.17,0.0,37.02,1.2
Precinct,66.07,64.66.07,557,61.34,,,,,2.11,,,,3,,,,0,0.98,0.9,0.36,,,,,,,5.21,0.0,0.0,0.0,34.65,0.0,0.0,18.85,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,4.31,0.0,35.19,1.08
Precinct,66.08,64.66.08,471,58.29,,,,,5.61,,,,0,,,,0,0.86,0.74,0.39,,,,,,,29.3,0.0,0.0,0.0,17.62,0.0,0.0,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,44.37,0.42
Precinct,66.09,64.66.09,336,66.53,,,,,5.62,,,,2,,,,0,0.73,0.47,0.23,,,,,,,18.45,0.0,0.0,0.0,14.88,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.27,0.0,60.12,0.0
Precinct,66.10,64.66.10,605,66.12,,,,,4.12,,,,0,,,,0,0.88,1.06,0.57,,,,,,,6.45,0.0,0.0,0.0,35.21,0.0,0.0,13.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,43.31,0.66
Precinct,66.11,64.66.11,717,53.75,,,,,4.27,,,,0,,,,0,1.24,1.07,0.72,,,,,,,24.41,0.0,0.0,0.0,20.78,0.0,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.0,36.26,0.98
Precinct,66.12,64.66.12,375,63.88,,,,,8.98,,,,6,,,,0,0.92,0.44,0.34,,,,,,,4.27,0.0,0.0,0.0,30.13,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,1.87,0.0,48.8,0.27
Precinct,66.13,64.66.13,383,73.8,,,,,3.28,,,,0,,,,0,0.84,0.52,0.21,,,,,,,10.71,0.0,0.0,0.0,18.28,0.0,0.0,14.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,50.39,1.57
Precinct,66.14,64.66.14,275,66.59,,,,,2.83,,,,0,,,,0,0.58,0.32,0.26,,,,,,,5.09,0.0,0.0,0.0,21.82,0.0,0.0,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,4.73,0.0,59.27,1.09
Precinct,66.15,64.66.15,845,63.44,,,,,4.84,,,,0,,,,0,1.25,1.23,1.22,,,,,,,6.98,0.0,0.0,0.0,42.6,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,15.86,0.0,28.88,2.49
Precinct,66.16,64.66.16,438,65.28,,,,,3.31,,,,1,,,,0,0.76,0.77,0.22,,,,,,,6.16,0.0,0.0,0.0,41.32,0.0,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,4.34,0.0,28.31,15.07
Precinct,66.17,64.66.17,266,74.3,,,,,2.21,,,,3,,,,0,0.56,0.38,0.13,,,,,,,12.41,0.0,0.0,0.0,25.19,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,33.46,1.13
Precinct,66.18,64.66.18,411,70.38,,,,,2.38,,,,2,,,,0,0.57,0.71,0.39,,,,,,,14.36,0.0,0.0,0.0,27.49,0.0,0.0,7.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,45.5,0.73
Precinct,66.19,64.66.19,824,56.36,,,,,4.52,,,,3,,,,0,1.74,0.98,0.84,,,,,,,26.09,0.0,0.0,0.0,25.36,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,2.91,0.0,39.2,0.85
Precinct,66.20,64.66.20,379,55.01,,,,,3.32,,,,0,,,,0,0.82,0.5,0.26,,,,,,,22.43,0.0,0.0,0.0,25.59,0.0,0.0,11.87,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,1.85,0.0,37.73,0.0
Precinct,66.21,64.66.21,606,52.56,,,,,4.11,,,,0,,,,0,1.17,0.8,0.62,,,,,,,8.09,0.0,0.0,0.0,28.22,0.0,0.0,11.72,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,9.41,0.0,39.27,2.31
Precinct,66.22,64.66.22,180,74.69,,,,,2.17,,,,0,,,,0,0.43,0.19,0.13,,,,,,,2.78,0.0,0.0,0.0,20.0,0.0,0.0,25.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.0,44.44,0.0
Precinct,66.23,64.66.23,599,63.19,,,,,3.07,,,,0,,,,0,0.97,0.91,0.63,,,,,,,18.53,0.0,0.0,0.0,20.53,0.0,0.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,6.01,0.0,45.24,0.83
Precinct,66.24,64.66.24,436,66.46,,,,,3.96,,,,3,,,,0,0.78,0.62,0.46,,,,,,,4.36,0.0,0.0,0.0,48.17,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,3.67,0.0,32.57,0.92
Precinct,66.25,64.66.25,738,60.94,,,,,3.66,,,,1,,,,0,1.15,1.17,0.78,,,,,,,4.07,0.0,0.0,0.0,21.82,0.0,0.0,28.05,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,1.63,0.0,43.77,0.41
Precinct,66.26,64.66.26,808,58.55,,,,,3.23,,,,5,,,,0,1.38,1.21,0.78,,,,,,,14.36,0.0,0.0,0.0,15.84,0.0,0.0,25.62,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4.33,0.0,38.24,0.74
Precinct,66.27,64.66.27,737,58.31,,,,,3.91,,,,3,,,,0,1.37,1.0,0.77,,,,,,,10.99,0.0,0.0,0.0,14.65,0.0,0.0,27.41,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.85,0.0,42.06,1.22
