shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),State for the People,Progressive Democratic Movement,Democratic Movement,Georgian Group,United National Movement,Republican Party,For United Georgia,Alliance of Patriots,Labour,Communist Party - Stalin,Georgia for Peace,Socialist Workers Party,United Communist Party,Georgia,Georgian Idea,Industrialists - Our Homeland,Merab Kostava Society,Ours - People's Party,Leftist Alliance,National Forum,Free Democrats,In the Name of the Lord,Georgian Dream,Initiative Group
District,62,62,29727,58.46,1,8,33,17,,30,50.85,2.6,,1,1.69,1.0,,,,,0,0,0,0,59,50.0,6.01,0.0,0.0,0.0,31.94,0.0,0.33,6.67,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,51.05,0.0
District,63,63,22616,51.06,0,8,28,11,,26,55.32,5.65,,0,0.0,,,,,,0,0,0,0,47,50.0,11.87,0.0,0.0,0.0,30.46,0.0,0.0,1.53,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,5.59,0.0,45.35,0.6
District,64,64,25065,55.77,0,8,21,18,,24,51.06,2.67,,0,0.0,,,,,,0,0,0,0,47,50.0,11.72,0.0,0.0,0.0,31.1,0.0,0.0,12.17,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,4.11,0.0,39.14,1.25
District,65,65,19676,38.3,2,15,16,9,,31,73.81,3.84,,1,2.38,48.0,,,,,0,0,0,0,42,50.0,7.12,0.13,1.49,0.0,31.15,3.62,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08,0.44,37.84,0.38
District,66,66,22185,45.91,1,4,21,19,,30,66.67,5.1,,0,0.0,,,,,,0,0,1,1,45,50.0,3.02,0.0,0.0,0.0,45.93,0.0,0.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,46.5,0.0
District,67,67,27718,52.99,0,6,24,25,,32,58.18,2.81,,0,0.0,,,,,,0,0,0,0,55,50.0,6.47,0.49,0.66,0.0,32.76,0.0,0.0,6.96,1.54,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,43.12,5.65
District,68,68,24965,47.05,2,3,21,15,,28,68.29,6.14,,3,7.32,8.33,,,,,0,0,0,0,41,50.0,4.33,0.0,5.29,0.0,32.61,1.66,0.0,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.05,0.0,0.0,0.0,1.47,3.23,0.0,40.96,1.49
District,69,69,23793,46.18,0,4,25,8,,35,94.59,10.06,,0,0.0,,,,,,0,0,0,0,37,50.0,2.78,0.15,4.62,0.0,27.41,2.38,0.21,6.36,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.08,1.76,3.98,0.0,38.91,8.71
District,70,70,24921,48.08,1,4,23,11,,28,71.79,7.11,,0,0.0,,,,,,0,0,0,0,39,50.0,3.52,0.0,5.43,0.0,29.77,1.27,0.48,6.73,0.0,0.0,0.0,0.0,0.42,0.0,0.0,1.3,0.0,1.08,0.0,1.1,2.92,0.0,43.45,1.73
District,71,71,25802,52.32,0,5,16,26,,26,54.17,3.58,,2,4.17,398.5,,,,,0,0,0,0,48,50.0,3.34,0.0,3.55,0.0,25.01,2.18,0.43,6.16,0.0,0.78,0.0,0.0,0.0,0.0,0.24,1.16,0.0,0.3,0.0,0.66,5.06,0.0,41.55,12.31
District,72,72,23378,48.91,0,6,15,28,,33,67.35,4.18,,1,2.04,56.0,,,,,0,0,0,0,49,50.0,5.9,0.0,7.46,0.0,28.8,0.0,0.38,6.36,0.0,0.0,0.49,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,3.3,2.93,0.0,42.35,0.0
District,73,73,10283,59.59,1,8,19,9,,14,37.84,2.71,,0,0.0,,,,,,0,0,0,0,37,50.0,5.89,0.0,3.84,0.0,28.19,1.75,0.41,2.45,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,2.08,2.73,0.19,49.91,0.0
Precinct,01.01,01.01.01,712,48.08,,,,,5.19,,,,5,,,,0,1.11,1.13,0.82,,,,,,,2.39,0.0,6.88,0.0,24.02,4.35,0.56,5.9,0.0,0.0,5.48,0.0,0.0,0.28,0.42,0.0,0.0,0.28,0.0,0.7,7.16,0.0,0.0,40.87
Precinct,01.02,01.01.02,679,52.03,,,,,4.9,,,,1,,,,0,1.05,1.14,0.67,,,,,,,4.86,0.0,3.98,0.0,32.99,3.09,0.44,5.74,0.0,0.0,4.12,0.0,0.0,0.15,0.15,0.0,0.0,0.15,0.0,0.44,4.57,0.0,0.0,39.18
Precinct,01.03,01.01.03,771,52.45,,,,,4.93,,,,1,,,,0,1.13,1.29,0.85,,,,,,,2.59,0.0,4.54,0.0,30.48,2.85,0.65,4.28,0.0,0.0,5.71,0.0,0.0,0.39,0.91,0.0,0.0,0.0,0.0,0.65,8.3,0.0,0.0,38.52
Precinct,01.04,01.01.04,633,52.93,,,,,5.24,,,,28,,,,0,0.85,1.1,0.74,,,,,,,2.84,0.0,4.74,0.0,19.91,4.58,0.16,7.27,0.0,0.0,3.32,0.0,0.0,0.16,1.11,0.0,0.0,0.16,0.0,0.0,7.74,0.0,0.0,43.6
Precinct,01.05,01.01.05,774,49.08,,,,,5.61,,,,2,,,,0,1.13,1.31,0.87,,,,,,,2.33,0.0,6.07,0.0,25.32,3.75,0.52,4.91,0.0,0.0,3.1,0.0,0.0,1.16,0.26,0.0,0.0,0.13,0.0,0.39,5.94,0.0,0.0,45.87
Precinct,01.06,01.01.06,843,56.81,,,,,5.28,,,,9,,,,0,1.18,1.33,1.15,,,,,,,2.73,0.0,6.29,0.0,22.42,4.15,0.36,4.63,0.0,0.0,4.98,0.0,0.0,0.59,0.83,0.0,0.0,0.0,0.0,0.47,6.29,0.0,0.0,45.2
Precinct,01.07,01.01.07,719,49.31,,,,,5.27,,,,3,,,,0,0.88,1.32,0.83,,,,,,,2.5,0.0,4.73,0.0,26.15,3.89,0.0,6.54,0.0,0.0,4.73,0.0,0.0,0.28,1.53,0.0,0.0,0.14,0.0,0.56,7.09,0.0,0.0,41.45
Precinct,01.08,01.01.08,548,47.69,,,,,6.16,,,,0,,,,0,0.78,0.94,0.64,,,,,,,4.01,0.0,4.56,0.0,23.18,3.47,0.37,7.48,0.0,0.0,2.74,0.0,0.0,0.18,1.28,0.0,0.0,0.0,0.0,0.37,6.57,0.0,0.0,45.8
Precinct,01.09,01.01.09,795,55.06,,,,,5.81,,,,6,,,,0,1.43,1.02,1.08,,,,,,,3.27,0.0,2.52,0.0,27.42,4.65,0.13,6.04,0.0,0.0,2.39,0.0,0.0,0.25,0.38,0.0,0.0,0.0,0.0,1.01,4.53,0.0,0.0,46.67
Precinct,01.10,01.01.10,800,50.92,,,,,5.99,,,,2,,,,0,1.28,1.24,0.96,,,,,,,2.13,0.0,4.13,0.0,23.5,3.25,0.13,5.25,0.0,0.0,4.38,0.0,0.0,0.38,0.38,0.0,0.0,0.13,0.0,0.75,9.13,0.0,0.0,46.25
Precinct,01.11,01.01.11,806,49.97,,,,,3.7,,,,3,,,,0,1.21,1.36,0.77,,,,,,,2.73,0.0,6.82,0.0,32.63,4.22,0.62,4.84,0.0,0.0,2.98,0.0,0.0,0.5,0.99,0.0,0.0,0.12,0.0,0.5,5.34,0.0,0.0,37.34
Precinct,01.12,01.01.12,822,52.93,,,,,4.64,,,,8,,,,0,1.08,1.41,0.99,,,,,,,5.72,0.0,2.8,0.0,22.99,4.14,0.85,6.08,0.0,0.0,3.41,0.0,0.0,0.24,0.37,0.0,0.0,0.12,0.0,0.73,7.3,0.0,0.0,44.28
Precinct,01.13,01.01.13,670,49.81,,,,,3.32,,,,2,,,,0,1.14,1.12,0.46,,,,,,,1.94,0.0,3.43,0.0,21.19,3.58,0.3,4.63,0.0,0.0,3.28,0.0,0.0,0.15,1.49,0.0,0.0,0.15,0.0,0.15,6.42,0.0,0.0,52.99
Precinct,01.14,01.01.14,670,55.79,,,,,4.01,,,,5,,,,0,0.86,1.19,0.74,,,,,,,3.13,0.0,3.58,0.0,25.22,5.37,0.6,5.22,0.0,0.0,5.07,0.0,0.0,0.0,0.45,0.0,0.0,0.15,0.0,0.0,10.0,0.0,0.0,40.45
Precinct,01.15,01.01.15,763,54.81,,,,,4.27,,,,10,,,,0,1.1,1.21,0.94,,,,,,,2.36,0.0,2.88,0.0,26.21,3.54,0.13,3.54,0.0,0.0,2.1,0.0,0.0,0.13,0.66,0.0,0.0,0.0,0.0,0.26,8.26,0.0,0.0,48.62
Precinct,01.16,01.01.16,812,53.67,,,,,6.45,,,,5,,,,0,1.01,1.51,0.96,,,,,,,1.6,0.0,3.2,0.0,29.8,2.59,0.49,7.14,0.0,0.0,2.59,0.0,0.0,0.25,0.25,0.0,0.0,0.12,0.0,0.99,8.25,0.0,0.0,42.12
Precinct,01.17,01.01.17,497,49.4,,,,,4.61,,,,9,,,,0,0.72,0.9,0.43,,,,,,,3.22,0.0,3.42,0.0,26.56,3.02,0.2,4.23,0.0,0.0,2.01,0.0,0.0,0.2,1.01,0.0,0.0,0.0,0.0,0.6,7.85,0.0,0.0,45.88
Precinct,01.18,01.01.18,596,53.07,,,,,4.49,,,,7,,,,0,0.81,1.06,0.62,,,,,,,2.01,0.0,3.69,0.0,27.35,3.86,0.17,5.54,0.0,0.0,2.52,0.0,0.0,0.5,0.84,0.0,0.0,0.0,0.0,0.67,6.71,0.0,0.0,44.97
Precinct,01.19,01.01.19,786,52.26,,,,,4.84,,,,0,,,,0,1.19,1.26,0.89,,,,,,,2.54,0.0,3.94,0.0,27.35,5.98,0.51,5.09,0.0,0.0,1.78,0.0,0.0,0.25,0.64,0.0,0.0,0.0,0.0,1.02,5.85,0.0,0.0,45.04
Precinct,01.20,01.01.20,780,54.13,,,,,3.94,,,,4,,,,0,1.22,1.33,0.68,,,,,,,2.31,0.0,6.79,0.0,31.92,2.95,0.38,3.46,0.0,0.0,1.28,0.0,0.0,0.26,1.92,0.0,0.0,0.13,0.0,2.18,6.15,0.0,0.0,39.74
Precinct,01.21,01.01.21,811,56.75,,,,,5.59,,,,9,,,,0,1.1,1.3,1.14,,,,,,,3.08,0.0,2.47,0.0,28.61,5.3,0.99,5.06,0.0,0.0,2.71,0.0,0.0,0.25,0.99,0.0,0.0,0.25,0.0,0.12,6.04,0.0,0.0,43.03
Precinct,01.22,01.01.22,899,58.64,,,,,3.23,,,,5,,,,0,1.1,1.44,1.31,,,,,,,1.67,0.0,5.67,0.0,22.91,4.0,0.22,5.67,0.0,0.0,3.11,0.0,0.0,0.11,0.22,0.0,0.0,0.11,0.0,0.33,7.01,0.0,0.0,48.39
Precinct,01.23,01.01.23,844,58.98,,,,,4.85,,,,7,,,,0,1.2,1.37,1.04,,,,,,,3.08,0.0,2.61,0.0,29.27,3.55,0.12,6.52,0.0,0.0,2.01,0.0,0.0,0.24,0.47,0.0,0.0,0.36,0.0,0.36,6.4,0.0,0.0,44.19
Precinct,01.24,01.01.24,881,55.97,,,,,4.34,,,,2,,,,0,1.16,1.42,1.19,,,,,,,2.04,0.0,2.72,0.0,33.03,3.97,0.57,2.84,0.0,0.0,1.82,0.0,0.0,0.11,0.34,0.0,0.0,0.11,0.0,0.34,5.11,0.0,0.0,46.77
Precinct,01.25,01.01.25,578,53.22,,,,,3.99,,,,0,,,,0,0.85,0.98,0.59,,,,,,,1.9,0.0,5.88,0.0,30.62,3.81,0.35,3.81,0.0,0.0,1.04,0.0,0.0,0.52,0.69,0.0,0.0,0.52,0.0,0.52,4.84,0.0,0.0,45.5
Precinct,01.26,01.01.26,805,53.67,,,,,5.85,,,,6,,,,0,1.22,1.31,0.94,,,,,,,2.48,0.0,2.48,0.0,25.84,4.97,0.25,6.21,0.0,0.0,2.48,0.0,0.0,0.37,0.37,0.0,0.0,0.37,0.0,0.25,3.98,0.0,0.0,49.19
Precinct,01.27,01.01.27,893,57.43,,,,,3.46,,,,4,,,,0,1.18,1.39,1.25,,,,,,,2.8,0.0,2.35,0.0,21.61,4.26,0.34,3.7,0.0,0.0,3.81,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.56,7.84,0.0,0.0,51.96
Precinct,01.28,01.01.28,826,60.65,,,,,4.07,,,,7,,,,0,1.1,1.41,0.97,,,,,,,1.09,0.0,4.12,0.0,21.91,5.57,0.48,4.72,0.0,0.0,3.63,0.0,0.0,0.12,0.36,0.0,0.0,0.12,0.0,0.36,9.93,0.0,0.0,46.73
Precinct,01.32,01.01.32,920,57.39,,,,,6.41,,,,0,,,,0,1.26,1.44,1.38,,,,,,,2.17,0.0,4.35,0.0,33.7,2.5,0.54,4.13,0.0,0.0,0.98,0.0,0.0,0.43,0.22,0.0,0.0,0.22,0.0,0.0,3.7,0.0,0.0,47.07
Precinct,01.33,01.01.33,748,55.57,,,,,3.98,,,,6,,,,0,1.02,1.25,0.89,,,,,,,1.87,0.0,5.48,0.0,29.41,3.07,0.13,5.62,0.0,0.0,2.94,0.0,0.0,0.4,0.27,0.0,0.0,0.0,0.0,0.13,5.08,0.0,0.0,44.79
Precinct,04.01,01.04.01,783,49.31,,,,,10.21,,,,7,,,,0,1.18,1.31,1.08,,,,,,,2.94,0.0,5.87,0.0,23.24,4.34,0.89,6.64,0.0,0.0,2.81,0.0,0.0,0.26,0.38,0.0,0.0,0.51,0.0,1.02,7.28,0.0,0.0,42.91
Precinct,01.29,02.01.29,939,57.96,,,,,3.99,,,,11,,,,0,1.18,1.56,1.27,,,,,,,0.0,0.0,1.81,0.0,23.86,0.0,0.0,10.44,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.07,0.0,0.32,10.33,0.0,48.56,1.6
Precinct,01.30,02.01.30,706,57.87,,,,,5.74,,,,0,,,,1,0.9,1.34,0.72,,,,,,,0.0,0.0,2.41,0.0,23.37,0.0,0.0,4.53,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.71,0.0,1.27,0.0,1.56,9.21,0.0,53.12,3.68
Precinct,01.31,02.01.31,839,58.1,,,,,4.88,,,,9,,,,0,1.12,1.33,1.19,,,,,,,0.0,0.0,2.98,0.0,22.41,0.0,0.0,5.96,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.36,0.0,0.6,14.9,0.0,49.23,2.03
Precinct,02.01,02.02.01,785,60.85,,,,,4.62,,,,3,,,,0,0.57,1.78,0.85,,,,,,,0.0,0.0,2.55,0.0,22.04,0.0,0.0,5.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.89,0.0,1.78,13.89,0.0,50.06,2.42
Precinct,02.02,02.02.02,884,62.65,,,,,5.15,,,,9,,,,0,1.19,1.55,1.01,,,,,,,0.0,0.0,2.26,0.0,20.14,0.0,0.0,6.9,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.79,0.0,1.58,15.61,0.0,47.62,2.94
Precinct,02.03,02.02.03,945,61.56,,,,,3.77,,,,0,,,,0,1.15,1.78,0.96,,,,,,,0.0,0.0,2.22,0.0,22.75,0.0,0.0,6.35,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.32,0.0,1.27,17.67,0.0,46.03,2.43
Precinct,02.04,02.02.04,902,62.6,,,,,3.22,,,,16,,,,0,1.1,1.65,0.97,,,,,,,0.0,0.0,1.22,0.0,20.18,0.0,0.0,7.76,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1.66,0.0,1.33,0.0,1.44,19.18,0.0,43.02,2.33
Precinct,02.05,02.02.05,990,61.99,,,,,3.6,,,,6,,,,0,1.01,1.86,1.26,,,,,,,0.0,0.0,1.82,0.0,18.38,0.0,0.0,4.65,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.71,0.0,1.82,18.89,0.0,49.8,2.22
Precinct,02.06,02.02.06,834,62.24,,,,,3.58,,,,13,,,,0,1.05,1.39,1.09,,,,,,,0.0,0.0,1.08,0.0,23.14,0.0,0.0,6.24,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.96,0.0,1.32,19.3,0.0,42.69,2.04
Precinct,02.07,02.02.07,676,63.95,,,,,4.11,,,,7,,,,0,0.8,1.23,0.79,,,,,,,0.0,0.0,1.63,0.0,24.85,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,1.63,0.0,0.74,23.52,0.0,37.87,2.22
Precinct,02.08,02.02.08,703,53.66,,,,,5.0,,,,0,,,,0,0.92,1.3,0.72,,,,,,,0.0,0.0,3.13,0.0,20.63,0.0,0.0,5.55,0.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.56,0.0,3.7,11.81,0.0,49.93,2.56
Precinct,02.09,02.02.09,673,53.67,,,,,5.61,,,,17,,,,0,0.96,1.17,0.72,,,,,,,0.0,0.0,3.27,0.0,15.75,0.0,0.0,6.24,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.15,0.0,1.63,14.71,0.0,52.15,2.23
Precinct,02.10,02.02.10,826,60.25,,,,,6.03,,,,2,,,,0,0.98,1.56,0.98,,,,,,,0.0,0.0,1.45,0.0,18.4,0.0,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,1.57,0.0,2.18,15.5,0.0,47.34,3.27
Precinct,02.11,02.02.11,844,62.7,,,,,5.28,,,,4,,,,0,1.07,1.45,1.11,,,,,,,0.0,0.0,1.42,0.0,25.36,0.0,0.0,5.09,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.3,0.0,1.42,11.61,0.0,50.0,1.78
Precinct,02.13,02.02.13,903,60.12,,,,,2.59,,,,16,,,,0,1.27,1.45,1.04,,,,,,,0.0,0.0,2.55,0.0,18.6,0.0,0.0,7.31,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.55,0.0,1.33,0.0,1.55,13.51,0.0,51.27,1.22
Precinct,02.14,02.02.14,856,60.03,,,,,4.57,,,,3,,,,0,1.1,1.55,0.94,,,,,,,0.0,0.0,2.1,0.0,22.78,0.0,0.0,4.91,0.0,0.47,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.05,0.0,3.39,16.47,0.0,44.04,3.15
Precinct,02.15,02.02.15,876,61.65,,,,,3.63,,,,1,,,,0,1.16,1.35,1.26,,,,,,,0.0,0.0,1.83,0.0,20.43,0.0,0.0,8.45,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.91,0.0,1.03,16.9,0.0,47.37,2.05
Precinct,02.16,02.02.16,654,51.86,,,,,4.25,,,,6,,,,0,0.9,0.95,1.0,,,,,,,0.0,0.0,2.91,0.0,27.37,0.0,0.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.22,0.0,1.99,11.77,0.0,43.88,2.6
Precinct,02.22,02.02.22,620,51.67,,,,,4.32,,,,6,,,,0,0.87,1.01,0.76,,,,,,,0.0,0.0,2.1,0.0,20.16,0.0,0.0,9.52,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.81,0.0,0.97,11.77,0.0,50.81,1.94
Precinct,02.49,02.02.49,901,60.71,,,,,3.84,,,,36,,,,0,1.19,1.47,1.17,,,,,,,0.0,0.0,1.22,0.0,19.76,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.89,0.0,2.77,14.54,0.0,46.84,2.55
Precinct,02.50,02.02.50,942,60.04,,,,,4.27,,,,3,,,,0,1.03,1.81,1.07,,,,,,,0.0,0.0,1.27,0.0,19.53,0.0,0.0,6.9,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.59,0.0,1.27,16.03,0.0,49.47,2.97
Precinct,02.51,02.02.51,924,60.16,,,,,2.01,,,,16,,,,0,1.11,1.62,1.06,,,,,,,0.0,0.0,2.81,0.0,18.07,0.0,0.0,5.63,0.0,0.43,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.22,0.0,2.6,17.1,0.0,47.08,2.38
Precinct,02.52,02.02.52,761,63.21,,,,,4.76,,,,8,,,,0,0.82,1.61,0.66,,,,,,,0.0,0.0,1.05,0.0,22.47,0.0,0.0,7.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,0.0,1.45,16.03,0.0,44.15,4.21
Precinct,02.66,02.02.66,716,55.38,,,,,3.89,,,,8,,,,0,1.12,1.05,0.9,,,,,,,0.0,0.0,2.1,0.0,24.16,0.0,0.0,6.01,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.42,0.0,0.84,5.73,0.0,55.31,3.77
Precinct,02.67,02.02.67,611,58.58,,,,,5.27,,,,3,,,,0,0.96,0.84,0.9,,,,,,,0.0,0.0,1.47,0.0,23.57,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.16,0.0,1.8,5.89,0.0,59.41,1.96
Precinct,02.68,02.02.68,631,49.07,,,,,5.11,,,,2,,,,0,1.2,0.82,0.73,,,,,,,0.0,0.0,3.96,0.0,31.38,0.0,0.0,6.18,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.32,0.0,1.11,0.0,0.32,8.56,0.0,44.69,3.01
Precinct,02.69,02.02.69,630,57.96,,,,,3.52,,,,3,,,,0,1.0,0.99,0.64,,,,,,,0.0,0.0,0.63,0.0,34.76,0.0,0.0,4.6,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.79,8.57,0.0,48.57,0.95
Precinct,02.70,02.02.70,498,49.16,,,,,4.05,,,,10,,,,0,0.7,0.81,0.6,,,,,,,0.0,0.0,1.61,0.0,32.73,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2,7.63,0.0,47.19,1.81
Precinct,02.71,02.02.71,671,44.2,,,,,5.36,,,,3,,,,0,0.78,1.24,0.83,,,,,,,0.0,0.0,2.09,0.0,22.21,0.0,0.0,4.32,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.04,0.0,0.89,11.18,0.0,56.78,0.45
Precinct,02.75,02.02.75,527,56.97,,,,,5.39,,,,3,,,,0,0.88,0.77,0.64,,,,,,,0.0,0.0,1.33,0.0,15.75,0.0,0.0,4.17,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.38,5.69,0.0,68.31,2.28
Precinct,02.76,02.02.76,747,62.88,,,,,3.74,,,,3,,,,0,0.82,1.48,0.76,,,,,,,0.0,0.0,1.47,0.0,21.02,0.0,0.0,6.69,0.0,0.54,0.0,0.0,0.0,0.0,0.0,1.07,0.0,2.81,0.0,1.2,18.61,0.0,42.84,3.35
Precinct,02.17,03.02.17,475,57.65,,,,,3.06,,,,1,,,,0,0.61,0.91,0.39,,,,,,,1.89,0.0,1.89,0.0,27.37,11.79,0.0,2.11,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,0.21,48.21,0.0
Precinct,02.18,03.02.18,705,59.05,,,,,3.29,,,,2,,,,0,1.16,1.15,0.58,,,,,,,2.7,0.28,2.27,0.0,18.01,8.79,0.28,5.82,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,4.4,0.28,52.34,0.0
Precinct,02.19,03.02.19,353,46.45,,,,,1.94,,,,5,,,,0,0.59,0.52,0.35,,,,,,,5.38,0.0,0.57,0.0,28.9,2.83,0.0,9.91,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,10.48,0.28,38.53,0.0
Precinct,02.29,03.02.29,898,60.27,,,,,4.16,,,,1,,,,0,1.21,1.55,1.01,,,,,,,1.67,0.11,3.01,0.0,21.94,6.12,0.11,7.24,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,9.47,0.22,48.0,0.0
Precinct,02.31,03.02.31,693,58.53,,,,,3.35,,,,4,,,,0,1.15,1.12,0.59,,,,,,,4.04,0.14,3.9,0.0,17.46,7.79,0.0,4.04,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,6.93,0.0,52.81,0.0
Precinct,02.33,03.02.33,679,56.96,,,,,4.5,,,,4,,,,0,0.95,1.25,0.59,,,,,,,1.77,0.29,2.06,0.0,19.15,5.74,0.29,9.87,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,7.95,0.15,50.07,0.0
Precinct,02.34,03.02.34,779,56.82,,,,,4.3,,,,3,,,,0,1.06,1.35,0.86,,,,,,,1.54,0.0,2.95,0.0,16.43,9.11,0.64,7.32,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,8.34,0.13,51.09,0.0
Precinct,02.35,03.02.35,678,55.39,,,,,4.1,,,,6,,,,0,1.13,0.97,0.82,,,,,,,1.62,0.0,2.36,0.0,20.06,8.11,0.15,6.19,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,5.6,0.44,52.36,0.0
Precinct,02.36,03.02.36,759,56.64,,,,,3.44,,,,4,,,,0,0.92,1.33,0.92,,,,,,,1.84,0.0,4.48,0.0,17.65,7.25,0.53,6.06,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,9.09,0.4,50.59,0.0
Precinct,02.37,03.02.37,695,56.64,,,,,5.31,,,,5,,,,0,1.02,1.15,0.8,,,,,,,2.88,0.0,1.44,0.0,22.45,6.33,0.14,5.47,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,0.0,50.94,0.0
Precinct,02.38,03.02.38,816,54.55,,,,,4.67,,,,7,,,,0,1.07,1.37,1.04,,,,,,,2.7,0.37,2.7,0.0,17.28,6.25,0.0,6.5,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,12.75,0.12,47.92,0.0
Precinct,02.39,03.02.39,748,52.49,,,,,4.71,,,,5,,,,0,1.1,1.17,0.94,,,,,,,2.94,0.13,2.94,0.0,16.98,6.28,0.4,6.02,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.35,0.13,53.88,0.0
Precinct,02.40,03.02.40,681,59.37,,,,,2.85,,,,0,,,,0,0.94,1.16,0.71,,,,,,,2.64,0.15,2.64,0.0,15.86,10.57,0.15,6.46,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,5.87,0.44,52.86,0.0
