region,district_name,district_id,precinct_id,num_possible_voters,num_special_voters,num_ballots,num_unused_ballots,num_spoiled_ballots,num_votes,num_valid_votes,num_invalid_votes,Free Georgia,United National Movement,Justice for Georgia,Christian Democratic Movement,New Rights,Labour Party,Georgian Dream
,,84,34,174,1,200,,,123,120,3,1,80,1,8,4,2,24
,,84,35,236,2,250,,,171,170,0,1,92,0,13,0,3,61
,,84,36,416,1,450,,,265,251,11,0,131,0,15,5,0,100
,,84,37,466,1,500,,,257,244,13,0,176,0,4,6,2,56
,,84,38,254,1,250,,,146,142,4,1,86,1,6,1,0,47
,,84,39,527,1,500,,,282,278,4,0,166,3,15,2,2,90
,,84,40,513,1,500,,,319,310,9,1,239,1,4,1,2,62
,,84,41,563,2,550,,,305,291,14,1,184,2,10,2,0,92
,,84,42,632,1,600,,,358,347,11,3,183,0,10,31,4,116
,,84,43,177,4,200,,,110,104,6,0,37,0,5,2,1,59
,,84,44,207,2,200,,,115,108,6,2,57,0,7,11,0,31
,,84,45,269,1,300,,,193,190,3,0,139,3,8,0,5,35
,,84,46,296,2,300,,,186,183,3,4,144,0,6,2,2,25
,,84,47,133,4,150,,,104,101,3,1,78,0,10,0,2,10
,,84,48,157,0,200,,,97,96,1,0,61,0,5,0,0,30
,,84,49,390,1,400,,,274,270,4,0,174,0,17,4,2,73
,,84,50,338,4,350,,,252,243,7,0,153,0,8,0,0,82
,,84,51,268,2,300,,,185,178,6,16,80,1,3,2,2,74
,,84,52,203,4,200,,,132,128,2,0,99,1,3,1,0,24
,,84,53,254,2,250,,,182,168,14,0,89,0,5,1,2,71
,,84,54,334,2,350,,,237,230,6,0,101,0,11,3,0,115
