shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,National Democratic Party of Georgia,United National Movement,Greens Party,Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Majoritarian Precinct,78,79-78,431,42.72,,,,,3.58,,,,0,,,,0,0.84,0.58,0.39,,,,,,,21.58,,8.82,,16.01,,,3.94,0.46,0.46,0.0,,,,,12.07,7.19,,1.16,,,,28.07
Majoritarian Precinct,79,79-79,555,43.6,,,,,3.31,,,,0,,,,0,0.85,0.8,0.72,,,,,,,2.52,,7.57,,10.27,,,2.88,1.62,9.91,0.72,,,,,7.75,8.29,,0.36,,,,47.57
Majoritarian Precinct,88,79-88,439,35.55,,,,,1.57,,,,0,,,,0,0.68,0.75,0.33,,,,,,,2.51,,4.1,,9.34,,,2.51,1.14,2.96,0.91,,,,,10.02,3.87,,1.37,,,,60.82
Majoritarian Precinct,89,79-89,475,35.9,,,,,2.26,,,,0,,,,0,0.87,0.41,0.86,,,,,,,0.63,,6.74,,13.68,,,1.89,1.05,2.11,0.21,,,,,15.37,7.79,,1.05,,,,49.26
Majoritarian Precinct,90,79-90,392,32.67,,,,,2.0,,,,0,,,,0,0.57,0.59,0.48,,,,,,,0.51,,7.4,,17.6,,,2.04,3.06,0.77,0.51,,,,,15.05,7.91,,2.81,,,,41.33
Majoritarian Precinct,91,79-91,621,41.85,,,,,3.57,,,,0,,,,0,1.03,0.84,0.8,,,,,,,0.97,,7.57,,11.76,,,2.74,0.48,0.64,1.45,,,,,9.5,19.0,,1.13,,,,43.64
Majoritarian Precinct,92,79-92,737,49.36,,,,,3.28,,,,0,,,,0,1.29,1.06,0.74,,,,,,,0.41,,5.56,,10.99,,,2.04,0.27,0.68,0.27,,,,,7.73,12.35,,1.63,,,,57.53
Majoritarian Precinct,100,79-100,347,41.26,,,,,2.25,,,,0,,,,0,0.78,0.37,0.33,,,,,,,0.58,,7.78,,14.7,,,5.76,0.58,0.58,1.15,,,,,19.31,2.88,,0.86,,,,44.96
Majoritarian Precinct,106,79-106,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Majoritarian Precinct,1,80-1,804,62.23,,,,,3.02,,,,0,,,,0,1.1,1.11,1.29,,,,,,,0.25,,28.73,,26.74,,,5.22,1.12,,,,,,,,,,,,,,36.57
Majoritarian Precinct,2,80-2,512,60.66,,,,,1.54,,,,0,,,,0,0.68,0.87,0.53,,,,,,,0.98,,19.53,,35.55,,,2.93,0.2,,,,,,,,,,,,,,39.84
Majoritarian Precinct,3,80-3,223,72.4,,,,,2.62,,,,0,,,,0,0.36,0.34,0.23,,,,,,,0.45,,27.8,,18.83,,,1.35,3.59,,,,,,,,,,,,,,47.98
Majoritarian Precinct,4,80-4,312,64.86,,,,,1.27,,,,0,,,,0,0.32,0.55,0.42,,,,,,,0.96,,26.28,,29.17,,,1.92,0.32,,,,,,,,,,,,,,41.35
Majoritarian Precinct,5,80-5,190,67.62,,,,,1.04,,,,0,,,,0,0.22,0.39,0.12,,,,,,,0.0,,14.74,,18.95,,,8.42,0.53,,,,,,,,,,,,,,57.37
Majoritarian Precinct,6,80-6,234,57.64,,,,,2.9,,,,0,,,,0,0.25,0.38,0.38,,,,,,,,,12.39,,9.4,,,2.14,,,,,,,,,,,,,,,18.8
Majoritarian Precinct,7,80-7,218,64.5,,,,,5.63,,,,0,,,,0,0.36,0.35,0.22,,,,,,,,,23.85,,11.01,,,15.14,,,,,,,,,,,,,,,19.27
Majoritarian Precinct,8,80-8,197,58.98,,,,,4.37,,,,0,,,,0,0.26,0.41,0.12,,,,,,,,,15.23,,16.24,,,0.0,,,,,,,,,,,,,,,31.47
Majoritarian Precinct,9,80-9,196,66.67,,,,,3.45,,,,0,,,,0,0.21,0.35,0.26,,,,,,,,,7.65,,14.8,,,1.02,,,,,,,,,,,,,,,57.65
Majoritarian Precinct,10,80-10,368,62.59,,,,,1.6,,,,0,,,,0,0.53,0.59,0.4,,,,,,,,,5.71,,45.38,,,0.54,,,,,,,,,,,,,,,21.47
Majoritarian Precinct,11,80-11,262,74.64,,,,,1.5,,,,0,,,,0,0.42,0.33,0.37,,,,,,,5.73,,12.98,,27.48,,,16.03,,,,,,,,,,,,,,,36.64
Majoritarian Precinct,12,80-12,319,77.05,,,,,1.24,,,,0,,,,0,0.39,0.54,0.38,,,,,,,0.0,,2.51,,8.15,,,14.73,,,,,,,,,,,,,,,74.61
Majoritarian Precinct,13,80-13,295,64.27,,,,,1.67,,,,0,,,,0,0.4,0.44,0.41,,,,,,,0.34,,3.05,,20.34,,,33.22,,,,,,,,,,,,,,,43.05
Majoritarian Precinct,14,80-14,380,58.02,,,,,1.81,,,,0,,,,0,0.74,0.59,0.18,,,,,,,1.05,,21.58,,18.42,,,10.0,,,,,,,,,,,,,,,39.21
Majoritarian Precinct,15,80-15,320,56.64,,,,,0.31,,,,0,,,,0,0.39,0.47,0.48,,,,,,,0.63,,9.69,,9.38,,,0.94,,,,,,,,,,,,,,,77.19
Majoritarian Precinct,16,80-16,443,59.07,,,,,4.11,,,,0,,,,0,0.54,0.84,0.46,,,,,,,0.68,,10.38,,26.41,,,3.84,,,,,,,,,,,,,,,34.76
Majoritarian Precinct,17,80-17,310,56.88,,,,,4.91,,,,0,,,,0,0.63,0.44,0.23,,,,,,,0.32,,50.65,,13.87,,,1.29,,,,,,,,,,,,,,,25.16
Majoritarian Precinct,18,80-18,599,67.23,,,,,1.96,,,,0,,,,0,0.55,1.18,0.71,,,,,,,,,7.35,,44.74,,,1.34,,,,,,,,,,,,,,,46.41
Majoritarian Precinct,19,80-19,134,74.44,,,,,2.9,,,,0,,,,0,0.13,0.23,0.21,,,,,,,,,5.22,,41.04,,,8.21,,,,,,,,,,,,,,,44.78
Majoritarian Precinct,20,80-20,345,69.7,,,,,5.22,,,,0,,,,0,0.5,0.6,0.35,,,,,,,,,5.51,,28.99,,,30.14,4.64,,,,,,,,,,,,,,30.43
Majoritarian Precinct,21,80-21,232,83.75,,,,,1.69,,,,0,,,,0,0.25,0.43,0.26,,,,,,,,,11.64,,28.88,,,4.74,0.0,,,,,,,,,,,,,,54.31
Majoritarian Precinct,22,80-22,302,59.45,,,,,5.33,,,,0,,,,0,0.59,0.38,0.35,,,,,,,1.99,,24.83,,13.58,,,,26.16,,,,,,,,,,,,,,33.11
Majoritarian Precinct,23,80-23,294,66.52,,,,,2.0,,,,0,,,,0,0.49,0.42,0.32,,,,,,,0.34,,10.54,,31.63,,,,1.36,,,,,,,,,,,,,,55.78
Majoritarian Precinct,24,80-24,173,74.25,,,,,2.81,,,,0,,,,0,0.33,0.2,0.21,,,,,,,5.78,,2.89,,39.31,,,,1.16,,,,,,,,,,,,,,50.29
Majoritarian Precinct,25,80-25,342,64.41,,,,,2.29,,,,0,,,,0,0.4,0.53,0.53,,,,,,,1.46,,15.79,,28.36,,,0.58,,,,,,,,,,,,,,,39.18
Majoritarian Precinct,26,80-26,359,67.23,,,,,1.64,,,,0,,,,0,0.56,0.56,0.36,,,,,,,10.03,,0.0,,6.41,,,0.0,,,,,,,,,,,,,,,81.62
Majoritarian Precinct,27,80-27,272,50.09,,,,,4.23,,,,0,,,,0,0.33,0.46,0.37,,,,,,,1.1,,38.97,,11.4,,,1.84,,,,,,,,,,,,,,,19.12
Majoritarian Precinct,28,80-28,227,58.35,,,,,2.16,,,,0,,,,0,0.17,0.37,0.45,,,,,,,7.49,,23.35,,7.93,,,1.76,,,,,,,,,,,,,,,48.9
Majoritarian Precinct,31,80-31,312,59.88,,,,,4.0,,,,0,,,,0,0.5,0.52,0.27,,,,,,,3.21,,14.74,,18.91,,,0.0,,,,,,,,,,,,,,,33.65
Majoritarian Precinct,29,80-29,584,64.82,,,,,2.99,,,,0,,,,0,0.74,1.01,0.67,,,,,,,0.17,,3.6,,22.6,,,0.68,,,,,,,,,,,,,,,29.11
Majoritarian Precinct,30,80-30,216,65.65,,,,,3.57,,,,0,,,,0,0.26,0.37,0.28,,,,,,,2.78,,39.35,,16.2,,,0.46,,,,,,,,,,,,,,,18.06
Majoritarian Precinct,1,81-1,330,42.36,,,,,4.35,,,,0,,,,0,0.51,0.44,0.5,,,,,,,0.61,0.0,3.33,,19.7,,,22.12,0.0,,,,,,,2.12,1.21,,5.45,,,,36.97
Majoritarian Precinct,2,81-2,364,34.37,,,,,2.15,,,,0,,,,0,0.45,0.65,0.38,,,,,,,1.37,0.27,6.04,,15.38,,,20.88,0.0,,,,,,,1.37,3.3,,0.55,,,,43.96
Majoritarian Precinct,3,81-3,357,34.03,,,,,3.51,,,,0,,,,0,0.55,0.48,0.52,,,,,,,0.0,0.28,12.32,,15.41,,,20.17,1.4,,,,,,,0.0,4.48,,2.24,,,,38.1
Majoritarian Precinct,4,81-4,455,44.48,,,,,5.6,,,,0,,,,0,0.64,0.75,0.58,,,,,,,0.0,0.88,2.64,,14.29,,,22.64,0.44,,,,,,,0.0,5.05,,0.88,,,,42.86
Majoritarian Precinct,5,81-5,424,37.49,,,,,4.29,,,,0,,,,0,0.7,0.65,0.44,,,,,,,1.18,0.24,5.19,,16.51,,,19.58,0.71,,,,,,,0.24,2.12,,1.18,,,,41.75
Majoritarian Precinct,6,81-6,354,49.51,,,,,2.48,,,,0,,,,0,0.56,0.48,0.46,,,,,,,0.28,1.13,3.39,,9.32,,,30.23,1.41,,,,,,,0.28,0.85,,0.0,,,,45.2
Majoritarian Precinct,7,81-7,450,36.56,,,,,3.64,,,,0,,,,0,0.75,0.6,0.59,,,,,,,0.89,0.67,3.78,,17.78,,,31.56,1.33,,,,,,,0.22,0.89,,0.67,,,,34.22
Majoritarian Precinct,8,81-8,317,39.23,,,,,4.23,,,,0,,,,0,0.62,0.42,0.32,,,,,,,0.0,0.95,3.15,,22.08,,,23.66,0.32,,,,,,,0.32,2.21,,0.63,,,,38.17
Majoritarian Precinct,9,81-9,556,44.06,,,,,3.47,,,,0,,,,0,0.85,0.91,0.54,,,,,,,0.18,0.18,3.06,,33.27,,,11.51,0.72,,,,,,,0.0,0.36,,1.62,,,,20.14
Majoritarian Precinct,10,81-10,541,40.74,,,,,5.58,,,,0,,,,0,0.91,0.82,0.61,,,,,,,0.74,7.95,3.88,,25.88,,,16.82,1.11,,,,,,,0.37,3.51,,1.66,,,,29.57
Majoritarian Precinct,51,81-51,308,43.26,,,,,4.05,,,,0,,,,0,0.52,0.45,0.34,,,,,,,2.27,0.65,3.25,,11.36,,,20.13,0.65,,,,,,,0.0,12.34,,0.32,,,,41.23
Majoritarian Precinct,52,81-52,299,35.72,,,,,5.68,,,,0,,,,0,0.58,0.37,0.38,,,,,,,0.67,0.67,3.68,,21.4,,,13.38,4.35,,,,,,,0.33,1.34,,1.0,,,,47.49
Majoritarian Precinct,53,81-53,339,33.76,,,,,3.97,,,,0,,,,0,0.6,0.58,0.2,,,,,,,0.3,0.3,3.83,,21.53,,,22.42,0.59,,,,,,,0.59,2.06,,1.18,,,,34.51
Majoritarian Precinct,54,81-54,384,29.7,,,,,4.71,,,,0,,,,0,0.7,0.55,0.39,,,,,,,0.78,2.08,6.25,,16.41,,,16.67,0.0,,,,,,,0.0,1.3,,2.34,,,,40.1
Majoritarian Precinct,11,81-11,716,59.42,,,,,2.72,,,,0,,,,0,1.12,1.08,0.79,,,,,,,0.42,,1.4,,41.62,,,6.56,0.14,,,,,,,0.28,0.0,,1.12,,,,27.93
Majoritarian Precinct,12,81-12,890,59.18,,,,,2.84,,,,0,,,,0,1.43,1.36,0.91,,,,,,,0.11,,8.65,,54.61,,,1.35,0.67,,,,,,,0.34,0.34,,1.69,,,,11.91
Majoritarian Precinct,56,81-56,515,51.92,,,,,2.46,,,,0,,,,0,0.92,0.57,0.76,,,,,,,1.55,,3.88,,70.1,,,1.75,0.58,,,,,,,4.27,0.19,,0.78,,,,9.32
Majoritarian Precinct,64,81-64,410,57.1,,,,,2.61,,,,0,,,,0,0.83,0.53,0.34,,,,,,,0.49,,4.39,,41.71,,,1.95,0.49,,,,,,,1.22,0.49,,0.49,,,,29.76
Majoritarian Precinct,13,81-13,439,43.86,,,,,2.88,,,,0,,,,0,0.93,0.52,0.41,,,,,,,0.91,1.37,4.1,,32.35,,,13.9,0.68,,,,,,,1.82,0.23,,1.82,,,,42.37
Majoritarian Precinct,14,81-14,474,38.07,,,,,2.47,,,,0,,,,0,1.05,0.53,0.43,,,,,,,0.21,0.42,7.17,,23.42,,,29.32,0.42,,,,,,,0.84,1.9,,1.27,,,,35.02
Majoritarian Precinct,15,81-15,577,38.88,,,,,1.37,,,,0,,,,0,0.98,0.71,0.76,,,,,,,0.17,0.17,5.03,,17.33,,,10.23,1.04,,,,,,,0.87,0.35,,1.56,,,,63.08
Majoritarian Precinct,16,81-16,110,42.15,,,,,1.79,,,,0,,,,0,0.17,0.14,0.16,,,,,,,0.0,0.0,10.91,,34.55,,,7.27,0.0,,,,,,,3.64,0.0,,0.91,,,,42.73
Majoritarian Precinct,17,81-17,610,48.96,,,,,1.45,,,,0,,,,0,1.09,0.88,0.52,,,,,,,0.0,0.16,11.64,,33.93,,,1.31,0.0,,,,,,,1.48,0.33,,0.98,,,,50.16
Majoritarian Precinct,18,81-18,439,62.62,,,,,1.79,,,,0,,,,0,0.82,0.57,0.43,,,,,,,0.0,0.0,1.37,,59.45,,,2.05,0.68,,,,,,,0.91,0.0,,0.68,,,,34.85
Majoritarian Precinct,63,81-63,344,43.43,,,,,3.37,,,,0,,,,0,0.62,0.5,0.32,,,,,,,0.0,0.29,2.33,,19.48,,,29.07,0.0,,,,,,,2.91,0.29,,0.58,,,,44.48
Majoritarian Precinct,19,81-19,735,54.2,,,,,3.8,,,,0,,,,0,1.25,1.07,0.79,,,,,,,0.27,,9.52,,35.51,,,7.07,4.35,,,,,,,,9.93,,2.45,,,,30.2
Majoritarian Precinct,57,81-57,333,51.15,,,,,1.48,,,,0,,,,0,0.65,0.38,0.37,,,,,,,0.9,,9.61,,29.13,,,15.92,7.51,,,,,,,,9.91,,2.1,,,,24.92
Majoritarian Precinct,20,81-20,626,55.25,,,,,3.25,,,,0,,,,0,0.98,0.94,0.73,,,,,,,,0.64,9.11,,27.16,,,27.96,3.19,,,,,,,0.16,0.64,,1.28,,,,29.87
Majoritarian Precinct,21,81-21,579,38.6,,,,,3.82,,,,0,,,,0,1.24,0.69,0.53,,,,,,,0.69,0.52,12.09,,34.2,,,6.91,0.69,,,,,,,1.04,1.21,,2.42,,,,40.24
Majoritarian Precinct,22,81-22,515,39.86,,,,,2.09,,,,0,,,,0,1.22,0.57,0.35,,,,,,,1.36,1.36,4.47,,25.44,,,13.4,0.39,,,,,,,0.97,0.0,,0.78,,,,51.84
Majoritarian Precinct,23,81-23,890,65.39,,,,,2.09,,,,0,,,,0,1.7,1.05,1.03,,,,,,,1.35,,2.7,,5.62,,,45.06,1.24,,,,,,,,0.34,,0.22,,,,43.48
Majoritarian Precinct,24,81-24,532,41.86,,,,,5.51,,,,0,,,,0,1.12,0.74,0.41,,,,,,,0.0,,6.58,,20.49,,,6.39,0.38,,,,,,,2.63,0.19,,0.0,,,,22.37
Majoritarian Precinct,61,81-61,471,44.35,,,,,3.09,,,,0,,,,0,1.18,0.62,0.11,,,,,,,0.42,,16.99,,37.79,,,1.27,0.0,,,,,,,1.7,0.21,,0.64,,,,28.45
Majoritarian Precinct,25,81-25,456,63.07,,,,,5.59,,,,0,,,,0,0.63,0.86,0.41,,,,,,,0.0,,2.19,,28.95,,,8.11,0.66,,,,,,,,21.05,,0.88,,,,32.89
Majoritarian Precinct,26,81-26,501,43.45,,,,,5.11,,,,0,,,,0,1.23,0.54,0.41,,,,,,,0.0,0.6,5.79,,15.17,,,4.39,0.0,,,,,,,1.0,1.4,,0.6,,,,18.56
Majoritarian Precinct,27,81-27,592,37.97,,,,,4.21,,,,0,,,,0,1.16,0.81,0.54,,,,,,,0.17,0.0,21.79,,15.2,,,12.33,0.0,,,,,,,7.43,4.05,,1.35,,,,28.04
Majoritarian Precinct,28,81-28,197,37.88,,,,,1.0,,,,0,,,,0,0.3,0.25,0.28,,,,,,,1.02,0.51,12.69,,22.34,,,8.12,0.0,,,,,,,0.0,0.51,,2.03,,,,31.47
Majoritarian Precinct,55,81-55,347,40.63,,,,,1.42,,,,0,,,,0,0.56,0.52,0.34,,,,,,,0.58,0.0,1.73,,7.49,,,7.78,4.9,,,,,,,0.29,0.0,,2.59,,,,48.99
Majoritarian Precinct,29,81-29,665,49.52,,,,,2.35,,,,0,,,,0,1.34,0.77,0.71,,,,,,,,,7.52,,28.12,,,14.44,0.9,,,,,,,1.95,0.15,,0.9,,,,46.02
Majoritarian Precinct,30,81-30,500,52.14,,,,,2.15,,,,0,,,,0,0.77,0.71,0.62,,,,,,,,,16.4,,23.8,,,14.0,3.4,,,,,,,2.2,0.2,,1.4,,,,37.4
Majoritarian Precinct,65,81-65,390,52.07,,,,,3.23,,,,0,,,,0,1.11,0.33,0.2,,,,,,,,,13.33,,21.79,,,7.69,0.0,,,,,,,21.03,0.0,,6.67,,,,29.49
Majoritarian Precinct,31,81-31,541,55.95,,,,,3.05,,,,0,,,,0,1.0,0.71,0.57,,,,,,,2.4,,8.32,,26.8,,,23.84,0.18,,,,,,,0.18,5.55,,1.66,,,,27.17
Majoritarian Precinct,32,81-32,744,59.33,,,,,3.5,,,,0,,,,0,1.13,1.15,0.86,,,,,,,0.81,,33.06,,18.55,,,3.63,0.0,,,,,,,0.27,0.4,,0.13,,,,41.8
Majoritarian Precinct,60,81-60,474,58.16,,,,,2.27,,,,0,,,,0,0.91,0.61,0.47,,,,,,,3.8,,2.32,,13.29,,,48.1,0.84,,,,,,,0.0,0.63,,0.84,,,,16.03
Majoritarian Precinct,33,81-33,383,56.08,,,,,1.79,,,,0,,,,0,0.7,0.56,0.31,,,,,,,1.31,,10.71,,44.13,,,8.88,,,,,,,,,0.26,,0.78,,,,33.94
Majoritarian Precinct,34,81-34,359,31.55,,,,,0.83,,,,0,,,,0,0.7,0.45,0.32,,,,,,,0.0,,0.84,,10.59,,,0.56,,,,,,,,,0.0,,0.0,,,,88.02
Majoritarian Precinct,35,81-35,447,47.65,,,,,2.61,,,,0,,,,0,0.88,0.62,0.36,,,,,,,1.34,,10.51,,20.36,,,8.05,,,,,,,,,2.24,,4.92,,,,52.57
Majoritarian Precinct,36,81-36,725,57.72,,,,,3.85,,,,0,,,,0,1.67,0.8,0.63,,,,,,,0.41,,4.69,,13.79,,,3.31,0.41,,,,,,,,0.14,,3.17,,,,39.31
Majoritarian Precinct,37,81-37,135,62.21,,,,,7.53,,,,0,,,,0,0.29,0.2,0.09,,,,,,,0.0,,6.67,,9.63,,,0.0,0.0,,,,,,,,0.0,,0.0,,,,58.52
Majoritarian Precinct,38,81-38,613,51.64,,,,,1.45,,,,0,,,,0,1.05,0.83,0.67,,,,,,,0.16,,19.9,,17.62,,,13.21,1.63,,,,,,,0.49,2.94,,0.65,,,,42.9
Majoritarian Precinct,39,81-39,336,52.75,,,,,3.17,,,,0,,,,0,0.43,0.69,0.21,,,,,,,0.3,,11.01,,31.85,,,9.23,0.0,,,,,,,2.08,0.0,,0.6,,,,42.86
Majoritarian Precinct,40,81-40,308,53.29,,,,,1.28,,,,0,,,,0,0.55,0.5,0.17,,,,,,,1.3,,5.19,,21.43,,,12.34,1.62,,,,,,,0.0,0.32,,1.3,,,,56.49
Majoritarian Precinct,62,81-62,316,51.13,,,,,1.86,,,,0,,,,0,0.61,0.44,0.23,,,,,,,0.32,,16.77,,30.38,,,7.28,0.63,,,,,,,0.32,0.0,,0.0,,,,44.3
Majoritarian Precinct,41,81-41,612,45.91,,,,,4.23,,,,0,,,,0,1.2,0.9,0.44,,,,,,,0.33,,2.78,,40.69,,,,0.49,,0.0,,,,,,13.73,,1.14,,,,40.85
Majoritarian Precinct,42,81-42,564,44.24,,,,,0.53,,,,0,,,,0,1.06,0.82,0.37,,,,,,,0.89,,18.79,,13.83,,,,0.35,,7.62,,,,,,13.3,,0.53,,,,44.68
Majoritarian Precinct,43,81-43,781,52.03,,,,,2.62,,,,0,,,,0,1.63,0.88,0.82,,,,,,,0.77,,1.41,,15.11,,,7.43,2.82,,,,,,,0.26,0.38,,0.38,,,,39.69
Majoritarian Precinct,44,81-44,732,48.44,,,,,3.68,,,,0,,,,0,1.46,1.12,0.41,,,,,,,0.0,,4.64,,24.45,,,0.96,0.41,,,,,,,0.68,0.27,,0.96,,,,46.45
Majoritarian Precinct,58,81-58,514,51.3,,,,,3.2,,,,0,,,,0,1.13,0.54,0.56,,,,,,,0.0,,2.33,,33.46,,,3.7,0.58,,,,,,,0.78,0.0,,3.5,,,,22.57
Majoritarian Precinct,45,81-45,519,66.71,,,,,2.81,,,,0,,,,0,0.93,0.84,0.33,,,,,,,0.96,,0.58,,2.12,,,61.27,0.0,,,,,,,0.0,0.0,,1.54,,,,33.53
Majoritarian Precinct,46,81-46,756,48.87,,,,,2.7,,,,0,,,,0,1.23,1.06,0.91,,,,,,,0.13,,3.31,,41.14,,,3.97,1.19,,,,,,,0.4,0.0,,0.79,,,,48.94
Majoritarian Precinct,47,81-47,520,45.86,,,,,2.26,,,,0,,,,0,0.81,0.79,0.55,,,,,,,0.19,,14.42,,32.69,,,2.69,0.77,,,,,,,5.77,0.58,,1.15,,,,41.54
Majoritarian Precinct,48,81-48,619,49.8,,,,,3.73,,,,0,,,,0,1.06,0.9,0.65,,,,,,,0.0,0.0,15.83,,5.98,,,21.65,0.16,,,,,,,1.13,0.0,,1.62,,,,23.75
Majoritarian Precinct,49,81-49,446,51.32,,,,,1.76,,,,0,,,,0,0.77,0.71,0.32,,,,,,,2.24,0.67,5.83,,3.14,,,28.25,1.12,,,,,,,0.45,3.81,,1.79,,,,30.94
Majoritarian Precinct,50,81-50,570,51.4,,,,,3.88,,,,0,,,,0,1.34,0.51,0.66,,,,,,,0.0,1.93,2.28,,5.09,,,27.54,0.18,,,,,,,1.05,0.18,,0.18,,,,19.65
Majoritarian Precinct,59,81-59,760,52.2,,,,,4.52,,,,0,,,,0,1.38,1.19,0.59,,,,,,,0.13,0.0,11.32,,6.58,,,14.74,0.13,,,,,,,0.0,0.39,,0.26,,,,17.37
Majoritarian Precinct,1,82-1,421,60.4,,,,,4.54,,,,0,,,,0,0.72,0.64,0.43,,,,,,,,,8.79,,34.44,,,3.09,,,,,,,,16.39,,,0.95,,,,36.34
Majoritarian Precinct,2,82-2,109,46.78,,,,,3.54,,,,0,,,,0,0.17,0.2,0.07,,,,,,,,,2.75,,31.19,,,0.0,,,,,,,,14.68,,,0.0,,,,51.38
Majoritarian Precinct,3,82-3,204,64.35,,,,,2.86,,,,0,,,,0,0.4,0.24,0.22,,,,,,,,,7.35,,51.47,,,1.96,,,,,,,,4.9,,,5.39,,,,28.92
Majoritarian Precinct,4,82-4,238,50.85,,,,,1.65,,,,0,,,,0,0.35,0.39,0.23,,,,,,,,,12.18,,19.75,,,1.26,,,,,,,,20.59,,,0.42,,,,45.8
Majoritarian Precinct,46,82-46,190,65.52,,,,,3.06,,,,0,,,,0,0.29,0.3,0.21,,,,,,,,,7.89,,51.05,,,3.16,,,,,,,,2.11,,,0.53,,,,35.26
Majoritarian Precinct,5,82-5,235,50.11,,,,,2.89,,,,0,,,,0,0.3,0.38,0.31,,,,,,,2.55,,3.4,,53.19,,,1.28,,,,,,,,,,,1.7,,,,37.87
Majoritarian Precinct,6,82-6,178,47.72,,,,,2.73,,,,0,,,,0,0.19,0.4,0.09,,,,,,,0.0,,0.0,,6.18,,,1.69,,,,,,,,,,,0.0,,,,92.13
Majoritarian Precinct,7,82-7,87,49.71,,,,,3.33,,,,0,,,,0,0.07,0.16,0.13,,,,,,,0.0,,12.64,,9.2,,,0.0,,,,,,,,,,,0.0,,,,78.16
Majoritarian Precinct,8,82-8,55,50.46,,,,,3.51,,,,0,,,,0,0.1,0.09,0.04,,,,,,,0.0,,5.45,,36.36,,,0.0,,,,,,,,,,,0.0,,,,58.18
Majoritarian Precinct,9,82-9,192,55.33,,,,,2.04,,,,0,,,,0,0.35,0.29,0.13,,,,,,,,,1.56,,30.73,,,,,,,,,,,32.29,,,2.08,,,,9.9
Majoritarian Precinct,10,82-10,225,64.29,,,,,2.6,,,,0,,,,0,0.47,0.29,0.17,,,,,,,,,0.89,,6.22,,,,,,,,,,,7.11,,,0.0,,,,13.33
Majoritarian Precinct,11,82-11,87,62.59,,,,,1.14,,,,0,,,,0,0.17,0.12,0.07,,,,,,,,,4.6,,0.0,,,,,,,,,,,41.38,,,0.0,,,,45.98
Majoritarian Precinct,12,82-12,137,64.02,,,,,0.72,,,,0,,,,0,0.24,0.23,0.07,,,,,,,,,18.98,,10.22,,,,,,,,,,,27.74,,,5.84,,,,24.09
Majoritarian Precinct,13,82-13,107,65.24,,,,,6.96,,,,0,,,,0,0.19,0.2,0.06,,,,,,,,,67.29,,10.28,,,,,,,,,,,4.67,,,0.93,,,,10.28
Majoritarian Precinct,14,82-14,318,52.22,,,,,4.79,,,,0,,,,0,0.53,0.6,0.15,,,,,,,0.63,,2.52,,32.39,,,,,,,,,,,21.38,,,3.77,,,,38.99
Majoritarian Precinct,15,82-15,378,52.14,,,,,2.83,,,,0,,,,0,0.63,0.53,0.44,,,,,,,0.26,,38.89,,4.5,,,,,,,,,,,4.76,,,0.26,,,,51.06
Majoritarian Precinct,16,82-16,334,50.38,,,,,2.05,,,,0,,,,0,0.44,0.59,0.33,,,,,,,4.49,,6.89,,42.22,,,,,,,,,,,9.28,,,1.8,,,,35.33
Majoritarian Precinct,17,82-17,199,51.69,,,,,1.97,,,,0,,,,0,0.3,0.35,0.14,,,,,,,9.05,,31.66,,13.07,,,,,,,,,,,7.04,,,0.5,,,,38.69
Majoritarian Precinct,47,82-47,117,57.35,,,,,2.5,,,,0,,,,0,0.17,0.2,0.12,,,,,,,0.0,,2.56,,39.32,,,,,,,,,,,28.21,,,0.0,,,,29.91
Majoritarian Precinct,48,82-48,145,66.82,,,,,6.45,,,,0,,,,0,0.23,0.23,0.18,,,,,,,0.0,,59.31,,0.69,,,,,,,,,,,0.69,,,2.07,,,,37.24
Majoritarian Precinct,18,82-18,120,62.5,,,,,1.64,,,,0,,,,0,0.28,0.14,0.06,,,,,,,1.67,,,,14.17,,,0.0,,,,,,,,,,,,,,,70.83
Majoritarian Precinct,19,82-19,68,87.18,,,,,1.45,,,,0,,,,0,0.15,0.07,0.06,,,,,,,0.0,,,,64.71,,,1.47,,,,,,,,,,,,,,,30.88
Majoritarian Precinct,20,82-20,199,54.97,,,,,1.49,,,,0,,,,0,0.34,0.28,0.2,,,,,,,0.0,,,,23.12,,,1.51,,,,,,,,,,,,,,,70.85
