shape,common_id,common_name,Total Voter Turnout (#),Total Voter Turnout (%),Number of Precincts with Invalid Ballots from 0-1%,Number of Precincts with Invalid Ballots from 1-3%,Number of Precincts with Invalid Ballots from 3-5%,Number of Precincts with Invalid Ballots > 5%,Invalid Ballots (%),Precincts with More Ballots Than Votes (#),Precincts with More Ballots Than Votes (%),More Ballots Than Votes (Average),More Ballots Than Votes (#),Precincts with More Votes than Ballots (#),Precincts with More Votes than Ballots (%),More Votes than Ballots (Average),More Votes than Ballots (#),Average votes per minute (08:00-12:00),Average votes per minute (12:00-17:00),Average votes per minute (17:00-20:00),Number of Precincts with votes per minute > 2 (08:00-12:00),Number of Precincts with votes per minute > 2 (12:00-17:00),Number of Precincts with votes per minute > 2 (17:00-20:00),Number of Precincts with votes per minute > 2,Precincts Reported (#),Precincts Reported (%),Non-Parliamentary Opposition,Armed Veterans Patriots,United Opposition,United National Movement,Greens Party,In the Name of the Lord,Alliance of Patriots,Self-governance to People,People's Party,Reformers,Our Georgia,Future Georgia,Georgian Party,People's Movement,Christian Democrats,Unity Hall,Way of Georgia,Freedom Party,Labour,Party of People,Merab Kostava Society,Labour Council of Georgia,Georgian Dream
Tbilisi Precinct,27,3-27,536,37.67,,,,,5.47,,,,0,,,,0,0.72,0.96,0.59,,,,,,,2.05,0.37,13.06,23.51,1.87,0.19,8.58,0.19,,0.93,0.0,0.0,,,0.0,0.0,1.31,,2.8,0.19,0.19,0.0,44.78
Tbilisi Precinct,28,3-28,554,42.39,,,,,4.48,,,,0,,,,0,0.69,0.88,0.83,,,,,,,2.71,0.36,9.03,21.66,2.17,0.0,10.47,0.0,,0.54,0.0,0.0,,,0.0,0.18,2.71,,1.81,0.18,0.18,0.0,48.01
Tbilisi Precinct,29,3-29,496,37.01,,,,,3.5,,,,0,,,,0,0.71,0.77,0.63,,,,,,,2.42,0.0,9.68,19.96,2.22,0.6,6.65,0.2,,0.2,0.2,0.4,,,0.0,0.2,3.43,,2.82,0.6,0.0,0.0,50.4
Tbilisi Precinct,30,3-30,519,41.89,,,,,4.77,,,,0,,,,0,0.67,0.9,0.64,,,,,,,2.5,0.19,12.52,23.89,3.47,0.39,6.36,0.0,,0.19,0.0,0.39,,,0.0,0.0,1.35,,2.89,0.58,0.39,0.0,44.89
Tbilisi Precinct,31,3-31,570,39.92,,,,,4.36,,,,0,,,,0,0.81,1.0,0.57,,,,,,,2.28,0.35,13.86,22.11,2.46,0.7,8.25,0.18,,0.0,0.0,0.0,,,0.0,0.18,2.63,,2.81,0.0,0.53,0.0,43.68
Tbilisi Precinct,32,3-32,620,44.48,,,,,3.43,,,,0,,,,0,0.83,0.98,0.83,,,,,,,2.26,0.16,10.97,25.16,1.61,0.32,8.87,0.16,,0.32,0.0,0.0,,,0.0,0.16,2.1,,3.23,0.0,0.16,0.48,43.87
Tbilisi Precinct,33,3-33,455,32.18,,,,,2.78,,,,0,,,,0,0.73,0.63,0.58,,,,,,,1.98,0.0,9.67,23.08,1.54,0.44,5.93,0.0,,0.0,0.22,0.44,,,0.0,0.0,1.54,,3.3,0.0,0.22,0.0,51.43
Tbilisi Precinct,34,3-34,547,44.44,,,,,5.2,,,,0,,,,0,0.85,0.85,0.65,,,,,,,2.01,0.55,9.69,21.02,1.46,0.73,6.95,2.19,,0.73,0.0,0.0,,,0.0,0.0,1.1,,5.67,0.0,0.55,0.0,47.35
Tbilisi Precinct,35,3-35,493,30.97,,,,,6.1,,,,0,,,,0,0.7,0.73,0.76,,,,,,,1.42,0.41,14.6,15.01,1.01,0.81,5.07,0.0,,6.09,0.0,0.41,,,0.2,0.0,2.23,,3.45,0.2,0.2,0.2,48.28
Tbilisi Precinct,36,3-36,642,45.69,,,,,0.0,,,,0,,,,0,0.88,1.01,0.71,,,,,,,3.27,0.16,10.75,17.76,1.71,0.31,7.79,0.0,,0.16,0.0,0.0,,,0.0,0.16,2.65,,4.52,0.62,0.16,0.31,45.33
Tbilisi Precinct,37,3-37,624,44.35,,,,,3.85,,,,0,,,,0,0.94,1.02,0.66,,,,,,,2.56,1.12,13.46,23.72,3.04,0.16,6.25,0.16,,1.28,0.0,0.0,,,0.16,0.0,3.85,,2.72,0.0,0.48,0.16,40.87
Tbilisi Precinct,38,3-38,532,39.73,,,,,4.83,,,,0,,,,0,0.73,0.9,0.63,,,,,,,2.44,0.19,8.08,21.8,0.75,0.75,9.59,0.38,,0.0,0.0,0.0,,,0.75,0.19,7.52,,2.63,0.0,0.56,0.38,43.8
Tbilisi Precinct,39,3-39,566,48.09,,,,,4.07,,,,0,,,,0,0.78,0.89,0.76,,,,,,,2.83,0.0,11.13,17.49,2.12,0.53,12.37,0.53,,1.41,0.53,0.0,,,0.0,0.0,5.65,,4.24,0.53,0.18,0.18,39.93
Tbilisi Precinct,40,3-40,582,41.57,,,,,3.32,,,,0,,,,0,0.89,0.85,0.74,,,,,,,3.26,0.0,10.31,21.82,3.78,0.34,6.36,0.52,,1.2,0.34,0.0,,,0.17,0.0,1.2,,2.92,0.0,0.17,0.0,47.42
Tbilisi Precinct,41,3-41,418,35.57,,,,,1.65,,,,0,,,,0,0.58,0.64,0.53,,,,,,,2.87,0.72,6.94,19.14,1.67,0.48,9.81,4.55,,0.48,0.72,0.0,,,0.48,0.0,0.72,,3.35,0.0,0.48,0.0,47.13
Tbilisi Precinct,42,3-42,476,36.03,,,,,7.39,,,,0,,,,0,0.73,0.77,0.6,,,,,,,2.1,0.42,12.18,18.49,1.89,0.42,10.5,0.84,,1.26,0.0,0.0,,,0.0,0.0,1.26,,2.52,0.42,0.0,0.42,46.85
Tbilisi Precinct,43,3-43,449,35.22,,,,,2.39,,,,0,,,,0,0.5,0.78,0.59,,,,,,,3.56,0.22,11.8,21.16,1.56,0.0,8.02,0.22,,0.45,0.0,0.0,,,0.0,0.22,3.12,,3.34,0.22,0.22,0.45,45.43
Tbilisi Precinct,44,3-44,519,36.83,,,,,4.24,,,,0,,,,0,0.71,0.82,0.69,,,,,,,2.7,0.96,8.67,22.16,1.93,0.0,8.67,0.19,,0.58,0.0,0.0,,,0.0,0.0,3.66,,2.31,0.39,0.19,0.19,47.4
Tbilisi Precinct,45,3-45,544,49.77,,,,,5.88,,,,0,,,,0,0.77,0.93,0.64,,,,,,,2.57,0.37,10.66,19.3,2.39,0.18,10.29,0.0,,1.1,0.0,0.0,,,0.0,0.0,4.96,,3.13,0.0,0.18,0.18,44.67
Tbilisi Precinct,46,3-46,397,36.22,,,,,7.89,,,,0,,,,0,0.55,0.77,0.37,,,,,,,2.52,0.5,14.36,30.48,1.76,0.5,5.54,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.27,,1.26,0.25,0.25,0.25,40.05
Tbilisi Precinct,47,3-47,589,41.48,,,,,3.76,,,,0,,,,0,0.86,0.95,0.67,,,,,,,3.06,0.34,9.51,23.77,2.21,0.34,10.53,0.0,,0.34,0.17,0.0,,,0.17,0.0,3.06,,1.53,0.17,0.0,0.0,44.82
Tbilisi Precinct,48,3-48,583,36.6,,,,,4.11,,,,0,,,,0,0.91,0.85,0.75,,,,,,,1.37,0.0,10.81,20.41,1.03,0.86,9.26,0.17,,0.17,0.0,0.17,,,0.17,0.0,0.69,,8.4,0.69,0.17,0.17,45.28
Tbilisi Precinct,49,3-49,501,33.38,,,,,4.57,,,,0,,,,0,0.76,0.73,0.68,,,,,,,2.2,0.0,15.37,15.57,1.6,1.4,8.38,0.2,,0.6,0.4,0.0,,,0.0,0.2,1.0,,5.59,0.2,0.0,0.0,47.31
Tbilisi Precinct,50,3-50,514,40.31,,,,,5.34,,,,0,,,,0,0.78,0.83,0.59,,,,,,,2.92,0.0,7.2,20.43,0.97,0.39,11.87,0.58,,0.19,0.19,0.39,,,0.0,0.0,3.11,,1.56,0.19,0.19,0.0,49.81
Tbilisi Precinct,51,3-51,597,41.69,,,,,3.71,,,,0,,,,0,0.86,0.93,0.74,,,,,,,2.35,0.67,11.06,20.44,0.67,0.5,8.88,0.0,,0.67,0.5,0.0,,,0.0,0.17,2.68,,3.69,0.17,0.0,0.0,47.57
Tbilisi Precinct,52,3-52,509,38.13,,,,,3.23,,,,0,,,,0,0.75,0.7,0.76,,,,,,,2.95,0.2,13.95,14.34,0.98,0.79,9.43,0.59,,0.0,0.2,0.0,,,0.0,0.0,2.55,,3.54,0.2,0.2,0.0,49.71
Tbilisi Precinct,53,3-53,530,36.53,,,,,5.02,,,,0,,,,0,0.89,0.73,0.71,,,,,,,2.08,0.19,6.6,25.66,0.94,1.13,6.04,2.64,,0.94,0.19,0.0,,,0.0,0.0,2.26,,4.34,0.0,0.38,0.0,46.6
Tbilisi Precinct,54,3-54,604,45.45,,,,,3.82,,,,0,,,,0,0.83,1.03,0.67,,,,,,,3.31,0.17,9.77,20.36,1.99,0.83,9.44,0.33,,0.17,0.0,0.0,,,0.0,0.0,1.49,,0.66,0.5,0.83,0.17,50.0
Tbilisi Precinct,55,3-55,512,33.05,,,,,5.71,,,,0,,,,0,0.74,0.8,0.69,,,,,,,0.98,0.2,30.86,15.04,1.56,0.39,4.3,0.2,,0.98,0.0,0.0,,,0.0,0.0,0.98,,2.15,0.2,0.0,0.2,41.99
Tbilisi Precinct,56,3-56,482,30.56,,,,,2.23,,,,0,,,,0,0.59,0.66,0.84,,,,,,,1.24,0.83,29.67,11.2,1.24,0.0,6.64,0.0,,0.21,0.0,0.0,,,0.21,0.0,0.41,,1.45,0.0,0.0,0.62,46.47
Tbilisi Precinct,57,3-57,468,32.28,,,,,3.9,,,,0,,,,0,0.73,0.69,0.59,,,,,,,1.07,0.64,28.42,13.46,0.64,0.43,8.33,0.0,,0.21,0.0,0.0,,,0.0,0.0,0.43,,2.56,0.0,0.0,0.0,43.59
Tbilisi Precinct,58,3-58,360,24.59,,,,,3.49,,,,0,,,,0,0.45,0.52,0.61,,,,,,,1.11,0.28,34.72,12.22,0.83,0.28,6.11,0.0,,0.0,0.0,0.0,,,0.28,0.0,0.28,,5.56,0.0,0.0,0.28,38.06
Tbilisi Precinct,59,3-59,430,26.27,,,,,6.11,,,,0,,,,0,0.68,0.53,0.75,,,,,,,0.7,1.63,21.63,14.88,0.93,0.0,5.81,0.93,,0.0,0.23,0.23,,,0.0,0.0,0.47,,4.88,0.0,0.0,0.23,47.21
Tbilisi Precinct,60,3-60,435,30.96,,,,,3.33,,,,0,,,,0,0.66,0.67,0.51,,,,,,,1.38,0.46,7.13,43.68,0.23,0.69,3.45,0.23,,0.69,0.0,0.0,,,0.23,0.0,0.23,,1.84,0.0,0.0,0.0,39.31
Tbilisi Precinct,61,3-61,552,38.6,,,,,4.0,,,,0,,,,0,0.62,1.02,0.67,,,,,,,2.36,0.36,9.24,22.83,1.27,0.36,3.62,0.0,,0.18,0.0,0.0,,,0.0,0.0,3.08,,3.99,1.99,0.0,0.0,50.72
Tbilisi Precinct,62,3-62,589,42.87,,,,,6.21,,,,0,,,,0,0.67,1.07,0.82,,,,,,,3.06,0.17,9.85,20.03,3.57,0.17,7.98,0.34,,1.19,0.0,0.17,,,0.17,0.0,2.72,,2.89,0.51,0.85,0.17,46.18
Tbilisi Precinct,63,3-63,533,36.78,,,,,4.48,,,,0,,,,0,0.78,0.85,0.64,,,,,,,3.94,0.0,5.44,20.45,0.0,0.0,9.38,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.88,0.0,0.0,0.0,49.91
Tbilisi Precinct,64,3-64,590,45.38,,,,,3.44,,,,0,,,,0,0.86,0.88,0.77,,,,,,,3.05,0.17,8.81,20.0,4.07,0.51,4.07,0.0,,0.34,0.17,0.0,,,0.0,0.0,2.71,,2.88,0.0,0.0,0.0,53.22
Tbilisi Precinct,65,3-65,499,37.27,,,,,6.2,,,,0,,,,0,0.59,0.89,0.69,,,,,,,2.0,0.2,9.82,24.85,3.21,0.4,9.22,0.0,,0.6,0.0,0.0,,,0.2,0.0,2.81,,2.4,0.6,0.8,0.0,42.89
Tbilisi Precinct,66,3-66,476,35.42,,,,,3.64,,,,0,,,,0,0.56,0.77,0.72,,,,,,,2.52,0.42,10.5,21.43,3.15,0.42,9.24,0.0,,1.05,0.0,0.0,,,0.0,0.0,2.1,,4.2,0.42,0.0,0.0,44.54
Tbilisi Precinct,67,3-67,357,33.58,,,,,5.56,,,,0,,,,0,0.44,0.64,0.45,,,,,,,2.8,1.4,12.04,22.97,1.4,0.28,7.84,0.0,,0.84,0.28,0.0,,,0.0,0.0,0.56,,2.52,0.0,0.28,0.0,46.78
Tbilisi Precinct,68,3-68,431,27.49,,,,,5.27,,,,0,,,,0,0.65,0.71,0.49,,,,,,,1.39,0.93,7.19,32.02,1.39,0.23,8.58,0.23,,0.46,0.0,0.23,,,0.23,0.0,0.93,,5.34,0.23,0.0,0.0,40.6
Tbilisi Precinct,69,3-69,624,43.12,,,,,3.11,,,,0,,,,0,0.66,1.16,0.77,,,,,,,2.4,0.16,8.17,23.88,3.37,0.64,10.9,0.8,,0.16,0.0,0.0,,,0.0,0.48,1.76,,1.76,0.16,0.48,0.0,44.87
Tbilisi Precinct,70,3-70,484,34.47,,,,,2.42,,,,0,,,,0,0.7,0.68,0.7,,,,,,,2.07,0.41,14.26,27.48,1.65,0.41,7.85,0.0,,0.83,0.21,0.0,,,0.0,0.0,2.89,,1.86,0.0,0.41,0.21,39.46
Tbilisi Precinct,71,3-71,517,46.0,,,,,5.31,,,,0,,,,0,0.75,0.89,0.55,,,,,,,1.93,0.19,10.64,21.47,2.71,0.0,6.77,0.0,,0.0,0.0,0.0,,,0.0,0.0,3.09,,1.55,0.19,0.77,0.19,50.48
Tbilisi Precinct,72,3-72,579,44.4,,,,,4.61,,,,0,,,,0,0.67,1.02,0.78,,,,,,,2.94,0.17,9.5,24.7,2.25,0.17,6.91,0.17,,0.52,0.0,0.17,,,0.0,0.0,2.42,,2.59,0.0,0.17,0.17,47.15
Tbilisi Precinct,73,3-73,605,43.25,,,,,4.87,,,,0,,,,0,0.89,0.87,0.89,,,,,,,1.98,0.83,10.41,23.47,0.83,0.5,9.59,0.83,,0.5,0.5,0.17,,,0.0,0.0,1.49,,2.31,0.33,0.5,0.17,45.12
Tbilisi Precinct,74,3-74,552,38.96,,,,,3.16,,,,0,,,,0,0.74,0.89,0.7,,,,,,,2.36,0.36,9.06,19.02,1.27,0.72,6.88,1.27,,1.09,0.0,0.0,,,0.0,0.0,2.54,,4.17,0.91,0.36,0.0,50.0
Tbilisi Precinct,75,3-75,485,36.91,,,,,3.96,,,,0,,,,0,0.75,0.6,0.79,,,,,,,4.12,1.24,9.69,16.7,1.24,0.62,5.98,1.44,,0.62,0.21,0.21,,,0.0,0.0,2.47,,4.33,1.03,0.21,0.0,49.69
Tbilisi Precinct,76,3-76,507,36.45,,,,,5.41,,,,0,,,,0,0.71,0.84,0.63,,,,,,,1.38,0.79,11.44,17.16,2.37,0.79,8.48,0.59,,0.2,0.0,0.0,,,0.0,0.0,2.56,,2.17,0.2,0.0,0.99,50.89
Tbilisi Precinct,77,3-77,520,32.87,,,,,3.35,,,,0,,,,0,0.5,0.9,0.82,,,,,,,2.12,0.19,16.54,17.31,1.73,0.58,8.85,0.19,,0.96,0.0,0.0,,,0.0,0.0,1.73,,2.5,0.77,0.77,0.0,45.77
Tbilisi Precinct,78,3-78,550,40.23,,,,,3.0,,,,0,,,,0,0.81,0.86,0.64,,,,,,,1.82,0.0,12.0,22.18,0.55,0.55,7.27,0.18,,0.73,0.0,0.0,,,0.0,0.36,2.55,,1.27,0.36,0.18,0.0,48.91
Tbilisi Precinct,79,3-79,649,43.7,,,,,4.42,,,,0,,,,0,0.71,1.1,0.99,,,,,,,2.16,1.08,8.63,21.88,1.85,0.31,10.32,0.15,,0.0,0.15,0.0,,,0.0,0.15,2.77,,2.16,0.0,0.31,0.0,48.07
Tbilisi Precinct,80,3-80,441,28.62,,,,,3.5,,,,0,,,,0,0.74,0.6,0.56,,,,,,,1.36,0.45,12.47,16.78,0.23,0.45,4.76,0.0,,1.13,0.0,0.0,,,0.0,0.0,2.72,,2.04,0.0,0.45,0.23,56.92
Tbilisi Precinct,81,3-81,337,27.71,,,,,4.26,,,,0,,,,0,0.39,0.64,0.37,,,,,,,0.89,1.48,6.53,30.27,0.89,0.3,8.01,0.0,,0.89,0.0,0.59,,,0.3,0.0,0.3,,2.97,0.0,0.0,0.0,46.59
Tbilisi Precinct,83,3-83,670,47.48,,,,,4.42,,,,0,,,,0,0.78,1.24,0.78,,,,,,,5.37,0.3,7.46,21.19,2.09,0.3,7.76,0.0,,0.15,0.15,0.0,,,0.0,0.15,8.21,,1.64,0.75,0.15,0.15,44.18
Tbilisi Precinct,84,3-84,402,31.09,,,,,3.37,,,,0,,,,0,0.55,0.6,0.58,,,,,,,1.99,0.25,7.46,22.39,2.74,0.75,7.21,0.25,,0.25,0.0,0.0,,,0.5,0.0,1.0,,3.98,0.0,0.0,0.0,51.24
Tbilisi Precinct,85,3-85,505,39.58,,,,,4.72,,,,0,,,,0,0.68,0.84,0.64,,,,,,,1.78,0.4,10.1,25.15,2.77,0.99,7.13,0.0,,0.2,0.0,0.2,,,0.2,0.59,1.98,,2.18,0.2,0.2,0.0,45.94
Tbilisi Precinct,87,3-87,467,33.43,,,,,2.91,,,,0,,,,0,0.79,0.68,0.48,,,,,,,3.64,0.86,7.49,21.41,0.64,0.21,6.42,0.21,,0.64,0.43,0.0,,,0.0,0.0,4.28,,2.78,0.43,0.0,0.21,49.89
Tbilisi Precinct,1,4-1,633,41.26,,,,,5.24,,,,0,,,,0,0.73,1.08,0.95,,,,,,,1.42,0.16,7.27,23.7,2.05,0.63,7.43,1.11,,0.16,0.0,0.0,,,0.16,0.0,2.05,,2.05,1.42,0.16,0.0,50.55
Tbilisi Precinct,2,4-2,434,32.03,,,,,6.06,,,,0,,,,0,0.61,0.71,0.57,,,,,,,1.15,0.23,10.6,24.42,2.07,0.46,4.15,0.0,,0.0,0.0,0.23,,,0.0,0.0,0.69,,3.92,0.0,0.0,0.0,53.69
Tbilisi Precinct,3,4-3,475,32.71,,,,,4.23,,,,0,,,,0,0.63,0.79,0.61,,,,,,,1.89,0.42,12.42,28.63,0.42,0.63,6.11,0.42,,0.84,0.42,0.0,,,0.0,0.0,1.47,,1.68,0.0,0.21,0.21,44.21
Tbilisi Precinct,4,4-4,405,30.52,,,,,4.26,,,,0,,,,0,0.58,0.63,0.53,,,,,,,1.98,0.0,11.36,24.94,1.48,0.49,3.95,0.0,,0.0,0.0,0.25,,,0.25,0.0,0.49,,2.47,0.0,0.0,0.0,51.6
Tbilisi Precinct,5,4-5,352,28.27,,,,,2.22,,,,0,,,,0,0.48,0.56,0.44,,,,,,,1.7,0.28,17.05,28.69,2.56,0.0,5.4,0.0,,0.57,0.0,0.0,,,0.0,0.0,1.7,,1.99,0.0,0.0,0.28,39.77
Tbilisi Precinct,6,4-6,408,30.72,,,,,5.34,,,,0,,,,0,0.51,0.71,0.53,,,,,,,1.47,0.25,11.76,25.49,1.96,1.47,4.17,0.0,,0.25,0.49,0.0,,,0.0,0.0,1.96,,1.23,0.0,0.25,0.0,49.26
Tbilisi Precinct,7,4-7,371,29.08,,,,,4.87,,,,0,,,,0,0.6,0.54,0.46,,,,,,,3.77,0.0,6.47,30.73,1.08,0.0,3.77,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.54,,4.04,0.0,0.27,0.27,49.06
Tbilisi Precinct,8,4-8,416,32.1,,,,,3.03,,,,0,,,,0,0.68,0.6,0.48,,,,,,,1.92,0.0,9.38,31.49,1.68,0.96,7.21,0.0,,0.72,0.24,0.48,,,1.44,0.0,0.24,,2.16,0.0,0.48,0.24,38.94
Tbilisi Precinct,9,4-9,309,31.34,,,,,1.9,,,,0,,,,0,0.38,0.44,0.52,,,,,,,1.62,0.65,7.12,23.3,0.65,0.32,4.53,0.0,,0.32,0.0,0.32,,,0.0,0.0,0.0,,1.29,0.0,0.0,0.0,59.87
Tbilisi Precinct,10,4-10,406,32.4,,,,,3.79,,,,0,,,,0,0.59,0.59,0.57,,,,,,,0.25,0.0,7.64,42.61,2.46,0.49,5.91,0.25,,0.49,0.25,0.0,,,0.25,0.25,0.25,,1.97,0.0,0.25,0.0,35.71
Tbilisi Precinct,11,4-11,310,31.67,,,,,2.82,,,,0,,,,0,0.43,0.49,0.38,,,,,,,0.65,0.0,7.42,45.48,0.65,0.65,3.23,0.0,,0.0,0.32,0.32,,,0.32,0.0,0.0,,3.23,0.0,0.0,0.0,37.74
Tbilisi Precinct,12,4-12,567,38.16,,,,,3.9,,,,0,,,,0,0.69,0.95,0.78,,,,,,,1.41,0.0,11.29,43.21,1.06,0.0,4.06,0.18,,0.35,0.0,0.18,,,0.0,0.0,0.18,,1.76,0.0,0.0,0.0,36.16
Tbilisi Precinct,13,4-13,527,36.12,,,,,1.86,,,,0,,,,0,0.84,0.67,0.75,,,,,,,1.71,1.33,10.63,29.03,1.33,0.38,4.55,0.0,,0.0,0.0,0.57,,,0.0,0.0,0.19,,1.71,0.19,0.0,0.0,48.39
Tbilisi Precinct,14,4-14,720,45.2,,,,,3.74,,,,0,,,,0,0.78,0.93,1.57,,,,,,,0.97,0.14,6.11,21.81,1.11,0.28,3.75,0.14,,0.0,0.56,0.14,,,0.0,0.0,0.83,,2.22,0.14,0.28,0.14,61.39
Tbilisi Precinct,15,4-15,632,45.8,,,,,3.36,,,,0,,,,0,0.81,0.95,0.97,,,,,,,2.85,0.32,11.23,23.42,0.79,0.79,5.38,0.0,,0.32,0.16,0.0,,,0.32,0.0,0.95,,2.85,0.32,0.0,0.16,50.16
Tbilisi Precinct,16,4-16,615,45.59,,,,,3.76,,,,0,,,,0,0.95,0.77,1.01,,,,,,,0.49,0.33,9.43,21.63,0.81,0.65,5.85,0.0,,0.16,0.16,0.65,,,0.0,0.16,0.98,,4.55,0.0,0.16,0.0,53.33
Tbilisi Precinct,17,4-17,544,39.62,,,,,4.73,,,,0,,,,0,0.83,0.74,0.82,,,,,,,1.1,0.37,7.17,32.35,1.29,0.37,10.48,0.0,,0.55,0.0,0.0,,,0.0,0.0,0.0,,3.49,0.0,0.0,0.0,42.83
Tbilisi Precinct,18,4-18,448,40.0,,,,,5.88,,,,0,,,,0,0.77,0.69,0.47,,,,,,,1.12,0.89,8.71,38.17,0.67,0.0,8.26,0.0,,0.0,0.0,0.0,,,0.22,0.0,0.0,,3.13,0.0,0.0,0.0,38.84
Tbilisi Precinct,19,4-19,478,37.76,,,,,2.85,,,,0,,,,0,0.7,0.69,0.64,,,,,,,1.46,1.46,7.95,30.33,0.84,0.0,7.11,0.0,,1.46,0.0,0.63,,,0.21,0.0,0.21,,2.93,0.21,0.0,0.0,45.19
Tbilisi Precinct,20,4-20,446,37.2,,,,,3.88,,,,0,,,,0,0.79,0.53,0.63,,,,,,,0.45,0.9,7.85,34.3,1.12,0.0,3.14,0.0,,0.0,0.0,0.22,,,0.22,0.0,0.22,,2.91,0.0,0.0,0.0,48.65
Tbilisi Precinct,21,4-21,473,39.65,,,,,1.87,,,,0,,,,0,0.84,0.58,0.59,,,,,,,0.0,1.06,8.88,36.79,1.06,0.42,3.38,0.63,,0.21,0.21,0.0,,,0.21,0.0,0.63,,3.59,0.0,0.21,0.0,42.71
Tbilisi Precinct,22,4-22,342,35.85,,,,,2.84,,,,0,,,,0,0.53,0.56,0.32,,,,,,,0.88,0.88,8.77,32.16,0.58,0.0,5.85,0.0,,0.58,0.0,0.29,,,0.0,0.0,0.29,,4.09,0.0,0.0,0.29,45.03
Tbilisi Precinct,23,4-23,521,37.54,,,,,4.4,,,,0,,,,0,0.92,0.81,0.46,,,,,,,0.77,4.8,7.87,22.26,0.38,0.38,7.1,0.0,,0.19,0.0,0.0,,,0.58,0.0,0.38,,3.65,0.0,0.0,0.0,51.63
Tbilisi Precinct,24,4-24,211,16.28,,,,,1.86,,,,0,,,,0,0.38,0.26,0.26,,,,,,,0.0,0.0,7.58,37.91,1.42,0.0,5.69,0.0,,0.0,0.0,0.0,,,0.47,0.0,0.0,,1.9,0.0,0.0,0.0,45.02
Tbilisi Precinct,25,4-25,439,33.98,,,,,3.09,,,,0,,,,0,0.77,0.68,0.35,,,,,,,1.82,0.23,8.88,36.9,0.23,0.0,4.1,0.0,,0.0,0.46,0.46,,,0.23,0.23,0.0,,3.64,0.0,0.0,0.0,42.82
Tbilisi Precinct,26,4-26,492,40.03,,,,,3.72,,,,0,,,,0,0.86,0.71,0.51,,,,,,,1.42,0.81,8.13,28.25,1.22,1.42,3.86,0.2,,0.2,0.2,0.2,,,0.41,0.2,0.2,,4.88,0.0,0.0,0.0,48.37
Tbilisi Precinct,27,4-27,472,35.95,,,,,3.67,,,,0,,,,0,0.83,0.66,0.52,,,,,,,0.85,0.64,8.26,29.24,0.21,0.42,6.99,0.21,,0.0,0.21,0.0,,,0.42,0.0,0.21,,5.08,0.0,0.0,0.0,47.25
Tbilisi Precinct,28,4-28,560,42.39,,,,,3.28,,,,0,,,,0,0.96,0.79,0.62,,,,,,,0.54,0.18,6.61,24.29,0.54,0.0,5.71,0.0,,0.18,0.0,0.18,,,0.0,0.0,0.54,,4.82,0.0,0.0,0.0,56.25
Tbilisi Precinct,29,4-29,471,35.12,,,,,3.68,,,,0,,,,0,0.96,0.63,0.38,,,,,,,0.42,0.21,8.49,38.0,0.42,0.0,0.42,0.0,,0.21,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,51.8
Tbilisi Precinct,30,4-30,429,31.04,,,,,5.71,,,,0,,,,0,0.75,0.64,0.46,,,,,,,0.93,0.23,2.33,48.72,0.7,0.0,0.0,0.0,,0.0,0.23,0.0,,,0.0,0.0,0.0,,0.23,0.0,0.0,0.0,46.85
Tbilisi Precinct,31,4-31,351,28.42,,,,,4.62,,,,0,,,,0,0.51,0.55,0.45,,,,,,,0.28,0.0,3.13,49.57,0.28,0.0,2.28,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.28,0.0,0.0,0.0,44.16
Tbilisi Precinct,32,4-32,415,45.21,,,,,3.71,,,,0,,,,0,0.62,0.61,0.55,,,,,,,1.2,0.48,10.6,36.14,0.96,0.24,5.54,0.24,,0.0,0.0,0.48,,,0.0,0.0,0.96,,1.93,0.48,0.24,0.0,40.24
Tbilisi Precinct,33,4-33,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tbilisi Precinct,1,5-1,326,24.06,,,,,4.4,,,,0,,,,0,0.57,0.4,0.46,,,,,,,0.61,0.0,9.82,29.75,0.61,0.0,1.23,0.31,,0.92,0.0,0.0,,,0.0,0.0,1.53,,3.37,0.0,0.0,0.0,51.84
Tbilisi Precinct,2,5-2,527,32.9,,,,,2.95,,,,0,,,,0,0.68,0.7,0.94,,,,,,,1.14,0.76,8.35,34.72,0.76,0.19,5.5,2.09,,0.0,0.19,0.57,,,0.0,0.0,0.38,,3.8,0.19,0.0,0.0,41.37
Tbilisi Precinct,3,5-3,317,21.97,,,,,1.25,,,,0,,,,0,0.45,0.48,0.38,,,,,,,2.21,0.0,8.2,41.32,0.63,0.0,2.21,0.32,,0.0,0.32,0.0,,,0.0,0.0,0.0,,2.52,0.0,0.32,0.0,41.96
Tbilisi Precinct,4,5-4,368,26.03,,,,,3.41,,,,0,,,,0,0.5,0.57,0.49,,,,,,,0.27,0.0,7.61,31.79,1.09,0.27,4.08,0.54,,0.27,0.0,0.0,,,0.0,0.0,0.82,,1.9,0.0,0.27,0.0,51.09
